Subj_idx,Stimulus,Response,Confidence,RT_decConf,Difficulty,Orientation,Task
1,2,1,1,0.6718060345920094,1,-2.124374031500242,A
1,2,2,1,0.5125530876284756,4,6.329606459738643,A
1,2,2,2,0.7631699978010147,2,12.683814840844533,A
1,2,1,1,1.1078378862075624,4,1.9301004013476255,A
1,1,1,1,1.4005980837464451,1,-0.5775997068253163,A
1,1,1,1,0.6218871453675092,1,-10.052160375802693,A
1,1,1,1,0.6106182315488695,2,-7.054179754863312,A
1,2,1,1,0.9157519119871722,3,-1.3499550991029814,A
1,2,2,1,0.6339238694017695,2,11.763853064972448,A
1,2,2,2,0.7898342440785201,1,6.8461503786447935,A
1,2,1,1,0.5025677061712486,5,-4.183399870849877,A
1,1,1,1,0.7367045996143133,4,-10.93988989809889,A
1,2,2,1,0.5800533554320282,5,3.381590296271257,A
1,1,1,2,1.1173210158667644,1,-3.0099863325401346,A
1,1,2,1,0.5766931433972786,3,-1.0524605620890792,A
1,1,2,1,0.4139789567416301,4,-7.961087969201082,A
1,2,2,1,0.3940402660955442,5,3.4026333115698715,A
1,1,2,1,0.45677010402505397,6,3.0709919733620636,A
1,2,2,1,0.6221065197169082,5,5.474318743057059,A
1,2,2,1,0.5440679444691341,5,2.750028220324226,A
1,1,2,1,0.5128141559325741,3,0.5863021917924938,A
1,1,1,1,0.6808109666635573,2,-7.737280974397844,A
1,2,2,1,0.3388987279504363,2,6.21054177677316,A
1,2,2,1,0.33277965899469564,4,5.7917703111381655,A
1,1,2,1,0.6261813019918918,6,-5.163644621806356,A
1,1,2,1,0.5489493444110849,4,0.7644499570442687,A
1,1,2,1,0.4203979014455399,4,-0.035051007355487496,A
1,1,2,1,0.3911002008353535,6,-8.305564250260266,A
1,2,2,1,0.6993679837905802,1,0.15244918247278785,A
1,2,2,1,2.0646435904491227,3,8.239308256034704,A
1,2,2,1,1.6351345977054734,6,1.8972975889797803,A
1,1,1,1,0.5835226131966921,3,1.317478281092706,A
1,1,1,1,0.8041785681525653,4,-1.4397074768929916,A
1,2,1,1,0.783917871889571,1,0.6063418420153037,A
1,2,2,1,1.2458820805150026,1,0.3974343595446488,A
1,1,2,1,1.6938855494554446,1,0.3061370815758444,A
1,1,1,1,0.9775240718445276,3,-6.188607735911558,A
1,1,2,1,0.4975426224482362,2,3.0939028821256263,A
1,2,2,1,0.5975936815048044,1,6.213974642650258,A
1,1,1,1,1.452110002766858,1,3.7220078755666535,A
1,1,2,1,0.575569010230538,5,2.97829789946132,A
1,1,1,1,0.6123135718953563,4,-10.919969471918597,A
1,1,2,1,0.7009841056242294,3,-0.9989593583467123,A
1,1,2,1,0.8927583373479138,3,0.706179051179519,A
1,2,2,1,0.4348288206601865,3,3.114402009575969,A
1,2,2,1,1.042728285628982,2,10.195444556681585,A
1,1,1,1,0.6903261686020414,3,-8.223246639877058,A
1,1,1,1,0.9656823472287216,6,-11.554070414624587,A
1,1,2,1,1.068747237775824,1,4.6925915443378745,A
1,1,1,1,0.9931195352874056,3,-6.178050407291128,A
1,2,2,1,1.1142100053948525,2,3.898854385232277,A
1,1,1,1,1.2404987494992383,6,5.944235182934178,A
1,1,1,1,0.9718209802704224,3,-5.760941111426772,A
1,2,2,1,0.8252266387171403,2,9.484247524465717,A
1,2,2,1,1.2888781696237857,1,1.8348628667222504,A
1,2,2,1,0.8058880202988803,3,7.667124352399883,A
1,2,2,1,1.0858347033536122,5,7.489795429754702,A
1,2,1,1,0.9273027410890792,3,-5.330582368401595,A
1,2,1,1,1.6619412448781077,2,-1.0911558888100048,A
1,2,2,1,0.9772286862098554,5,13.420686369743096,A
1,2,1,1,0.6664134026177635,5,1.2350526126159749,A
1,2,2,1,0.5328804942218994,4,-1.2884231102564172,A
1,2,2,2,0.6682966864864284,6,-0.1818392945179168,A
1,1,1,2,0.8089467529716785,1,-9.887459669138202,A
1,2,1,1,0.7658191675436683,4,1.1587560070391945,A
1,1,1,1,0.4938296154068666,3,-9.935512430361332,A
1,1,2,1,0.9272838184442662,5,-7.503417649732086,A
1,2,2,1,0.6451950282826147,5,13.239807116373743,A
1,2,2,1,1.218550089513883,1,7.5055115685134925,A
1,2,1,1,0.5827955347667739,5,-0.2482199457212797,A
1,1,1,1,0.5533166258173878,5,-6.526075724862213,A
1,1,1,1,0.7059877009232878,3,-3.656340796874907,A
1,1,2,1,0.9487331131458632,6,-5.2092435334008895,A
1,2,2,1,0.4681570438115159,2,1.6929832053386509,A
1,2,1,1,0.7173162691760808,6,6.33264942023082,A
1,1,1,1,0.5910377881955355,4,-0.4692065058256212,A
1,2,1,1,0.6306473660006304,2,-0.21753783166032206,A
1,1,1,1,0.4867223997243855,5,-6.404369087308367,A
1,2,2,1,0.7545492915560317,3,9.176760155349944,A
1,2,1,1,0.4366582231086795,5,13.88589669861421,A
1,1,2,1,0.6000773583218688,5,-6.124433732223354,A
1,2,2,1,0.388082841396681,1,2.119676494900212,A
1,2,2,1,0.4007715947409452,3,1.8003530808186947,A
1,1,2,1,0.4301347227919905,3,3.085288016728155,A
1,2,2,1,0.5277402710380557,1,3.866027263599656,A
1,2,2,1,0.5455467969732126,4,9.093468090611305,A
1,2,2,1,0.6315332021804352,2,4.276270843747389,A
1,2,2,1,0.5541543535837263,3,6.06039969239501,A
1,1,1,1,0.44026571236827294,4,-12.839624593877545,A
1,2,1,1,1.038255486444541,6,11.558703256791933,A
1,1,1,1,0.8331407927908003,5,-1.0248913043870904,A
1,1,1,1,0.5143539457567385,5,-11.440332607232554,A
1,2,1,1,0.7156113071432628,1,-2.7494444020348,A
1,1,1,1,0.8916941793322621,5,-6.860702796883571,A
1,2,2,1,0.4515445685938175,1,8.365795792564214,A
1,1,2,1,1.4186323228204856,6,-0.3421731036519087,A
1,2,2,1,0.6157812260462379,4,12.523764164765069,A
1,2,2,1,0.4964823131049343,6,1.2587134945175773,A
1,2,2,1,0.5555594398647372,3,7.613480082386402,A
1,2,2,1,0.5750087076194177,5,1.6229983807327697,A
1,2,2,1,0.6949715166119859,4,4.9339969796991126,A
1,1,1,1,0.7036845910042757,1,-11.019942357475564,A
1,1,2,1,0.8456602045334876,5,-8.590819598611409,A
1,1,1,1,1.3770868626197623,5,0.9414776808953924,A
1,1,1,1,1.6977056778814583,1,-13.392693102347147,A
1,1,1,1,2.464993114084791,2,-9.153753687713381,A
1,2,2,1,1.2809928805945674,5,-2.9482692003397566,A
1,1,1,1,1.5144533698003215,3,-3.8681062590732664,A
1,1,1,1,1.1404092037155351,1,-14.235336856411452,A
1,2,2,1,3.417716980155092,5,11.012518166991873,A
1,1,2,1,0.6666792817595706,4,0.7206328064807952,A
1,2,2,1,1.0407648210784828,4,4.396595996237443,A
1,1,2,1,0.5465092858830758,6,-0.8998155785280835,A
1,2,1,1,1.2806708749776592,2,-1.393429110703245,A
1,1,2,1,1.2901857561919314,6,-5.116287021047572,A
1,1,1,1,2.573520554156857,6,-3.3420174268072813,A
1,2,2,2,0.926884518648876,1,9.802495212179947,A
1,1,1,1,0.8449478793518209,6,-2.3040211778792767,A
1,1,1,1,0.8095577297717682,3,-7.2723836067749215,A
1,2,1,1,1.2395131685552772,6,0.817530688328477,A
1,1,1,1,1.270827894411923,2,-7.102296139879942,A
1,1,1,1,1.3369650906133757,5,-6.362638878866617,A
1,2,1,1,1.4722481829485332,4,-3.5233167094938587,A
1,1,1,1,1.079587986750994,4,-9.844485507250834,A
1,1,1,1,1.1376195574157464,5,-4.819596236093447,A
1,2,1,1,1.2149865392675565,6,11.395989360005824,A
1,2,1,1,0.5451228015226661,4,-7.513389941409651,A
1,1,1,1,1.2804268049767416,4,-18.25068501871732,A
1,2,2,1,0.7301031636707194,5,3.7664323403021975,A
1,1,2,1,0.6933457730992814,1,-4.591436944094966,A
1,1,1,1,0.4119337078955141,5,-6.802466981347673,A
1,1,1,1,0.5312598822674772,3,-3.9725361951927547,A
1,2,1,1,1.412005549784226,4,2.062192659226706,B
1,1,2,1,1.317204401082563,1,-0.2571852191845553,B
1,2,2,2,1.5518801087127938,1,14.445694168299491,B
1,2,2,1,0.7794319230742985,5,-0.6426780639072142,B
1,2,1,1,1.2413137059556902,2,-3.3954838767349464,B
1,1,2,1,0.8227307744382415,4,1.2057366287409441,B
1,2,2,1,0.969998954446055,5,-1.4893571154926752,B
1,1,2,1,1.006694445532048,1,-1.7649802244720485,B
1,1,2,1,1.8778049608081344,1,1.7031420750698687,B
1,2,2,1,0.8694732257426949,4,11.958877085062941,B
1,2,1,1,1.419082296812121,5,5.9251346681382815,B
1,2,2,1,0.8407861812120245,2,9.6782875536491,B
1,2,2,1,0.8721409974095877,3,4.8128827965814365,B
1,2,2,2,1.0382096230932802,1,13.046825942884727,B
1,1,1,1,0.9607970986144209,2,-1.538334585045213,B
1,1,2,1,1.2641818780102767,1,1.6032953439419964,B
1,1,2,1,0.6801595788019767,6,-5.601243967701484,B
1,2,1,1,0.8882223557848192,2,-15.380373388571012,B
1,2,2,1,0.8215566085236787,4,-0.4928690157917749,B
1,1,2,1,0.9022523715866556,6,1.5812604266244707,B
1,2,2,1,0.8862393271483597,3,-0.08028747080828387,B
1,2,2,1,0.95291950693354,5,9.578731254325051,B
1,2,1,1,1.1722579329143628,1,-2.278160471207529,B
1,1,2,1,2.2675542775104987,6,2.2346263485144218,B
1,1,2,1,0.7496095200767741,3,4.2442351706246635,B
1,1,2,1,0.9439716635060904,1,-1.6061002596972531,B
1,1,2,1,0.7292773026456416,5,-3.1470029284082965,B
1,2,2,1,0.7556102423441189,3,11.124602984349345,B
1,1,1,1,0.9839664293103852,3,-0.5678946266994214,B
1,2,2,1,0.9112470405307248,6,-2.6579437848255933,B
1,2,2,1,0.8625921195853152,5,10.040362298951703,B
1,2,2,1,0.9118310766207288,4,11.765761306120277,B
1,2,2,1,0.8793623903839034,2,10.342671875990577,B
1,1,1,1,1.1417610500175217,3,0.2927480337724864,B
1,2,2,1,0.7025524397722621,5,1.6242951876845746,B
1,1,2,1,0.8112546737320372,1,2.3248391237561137,B
1,2,1,2,1.4911531842299155,1,-27.629377140396013,B
1,2,2,1,0.8333056442716043,6,3.0748162277213402,B
1,1,2,1,0.8138932596266386,2,1.9097428737809456,B
1,1,2,1,0.8272568135944312,1,-0.4860645289952419,B
1,2,2,1,0.8913160472329764,2,1.0769367092650997,B
1,1,2,1,1.1413989540596958,4,3.2941469516545068,B
1,2,2,1,1.2352969475541613,2,10.669117621439833,B
1,2,1,1,1.049400280568079,3,-3.531354623825822,B
1,2,2,2,1.1560033842652049,1,14.833833990942278,B
1,2,2,1,1.1511203807131096,5,4.660097899837456,B
1,1,1,1,0.9280439313188252,3,0.19271597700796333,B
1,2,1,1,0.8380414360944997,4,-11.551246774387145,B
1,2,1,1,1.3794367980553943,6,-19.917091642476546,B
1,1,1,1,1.2808947394441927,2,-4.611965432913367,B
1,2,2,1,0.8309585953393253,4,3.414125893399205,B
1,2,1,1,0.8783267766921199,3,-6.436105896983887,B
1,2,2,1,0.9111399191388044,4,5.832144507639893,B
1,2,2,1,0.9283187906949024,3,4.46475286226082,B
1,2,1,1,1.2964029663016845,5,-19.508247472935476,B
1,2,1,1,0.7462656649004202,1,-10.038209999667998,B
1,1,2,1,0.8403557713099872,4,-0.3557258218944819,B
1,2,1,1,0.8550827175968152,1,-4.9570250726720735,B
1,1,2,1,0.8536275985752582,6,3.9227333130879503,B
1,1,1,1,0.8356745023484109,4,-3.459012244277683,B
1,1,2,1,0.8671399678860325,3,1.433149911619947,B
1,1,2,1,0.8497086875468085,6,1.05091397071518,B
1,1,2,1,0.8317876635956054,2,1.8409545358136263,B
1,2,1,1,1.2169179315424117,4,-7.539253776563441,B
1,2,2,1,0.9692972131124408,5,16.402889697767552,B
1,2,2,1,0.6726428001929889,1,4.677852202888176,B
1,1,2,1,1.6464416775306745,2,0.9717188600525044,B
1,2,2,1,0.8432964780149632,3,4.431085256224642,B
1,2,2,2,0.841343597316154,2,17.321035935227545,B
1,2,1,2,1.1724971920739335,3,-27.914324653402314,B
1,1,2,1,2.5347012371566957,1,1.8573217281207977,B
1,1,2,1,1.6365691904757114,3,1.4488890226317004,B
1,1,2,1,0.6643303084892977,5,-2.126196204651676,B
1,1,2,1,0.8552164589782478,5,0.6613979984413172,B
1,2,2,1,2.037179140963417,4,-8.407084069561238,B
1,1,2,1,1.0183726015566208,2,-1.60110921257079,B
1,2,2,1,0.6241283558010764,6,-3.3617010562998466,B
1,1,2,1,0.7124852226988878,4,5.78236917304981,B
1,2,1,1,2.005103981515276,6,-11.403543105716874,B
1,2,1,1,0.7018449254283041,1,-9.859108295064312,B
1,2,2,1,2.094036224989395,1,12.595997398348766,B
1,1,2,1,0.6850698437883693,2,2.9373762907479004,B
1,1,1,1,12.577336513189948,5,1.0311587535150601,B
1,1,2,1,1.2886918297190275,3,2.7113072837497203,B
1,1,2,2,1.038592245309701,4,-3.365163723513525,B
1,1,2,1,1.0614001214926247,1,5.40605298074499,B
1,1,1,1,1.1856497104854498,1,-1.5287054303669771,B
1,2,2,2,1.2146488182333997,2,13.874076230538359,B
1,1,2,1,1.0450490352959605,1,0.8297299944568917,B
1,1,2,1,1.8183609272491597,2,-0.04901543936877596,B
1,2,2,2,1.1737768757629965,2,29.2366928129012,B
1,1,1,1,0.8523995512441616,1,-2.030199400149584,B
1,2,1,1,0.9177628435027144,6,-7.1200482550430655,B
1,1,2,2,2.4188481692181085,1,3.6050746792321497,B
1,1,2,1,0.9831296637094056,5,-4.109998699298096,B
1,2,2,1,0.970516600926203,2,1.0395714272301002,B
1,1,2,1,0.94055500426839,1,1.997306459090596,B
1,2,1,1,1.4808698513588752,4,-2.6152296844806138,B
1,2,2,1,0.7637598069013621,3,17.134506286296038,B
1,1,1,1,0.7893704790112679,6,1.7120979730439885,B
1,2,2,1,0.7032063934129837,1,10.546078620925043,B
1,1,1,1,0.8780143927542667,1,-2.8712581442112017,B
1,2,2,1,0.5605643180570041,6,14.07996428662009,B
1,1,2,1,0.7800364854192594,2,0.7713352263758136,B
1,2,2,1,0.7921052817255259,1,3.534921783011194,B
1,1,2,1,0.6547499998414423,5,-1.4634020831092318,B
1,2,2,1,1.0945487399112608,1,17.781056085324952,B
1,1,2,1,0.5534885331981059,4,-1.5921875006410624,B
1,1,1,1,0.7225244855762867,1,-0.446367906062446,B
1,2,1,1,1.049262690517935,3,-8.12479470418792,B
1,1,1,1,0.5729717975664244,5,1.6328183406615988,B
1,2,1,1,0.6092965331808955,2,-12.110606961114376,B
1,2,1,1,0.5649566158353991,4,-8.280677796150949,B
1,2,2,1,1.2183425819093827,6,4.160921978508586,B
1,1,2,1,0.5989772793618613,6,-1.0778383068785942,B
1,1,1,1,0.745187715805514,5,-3.5466925343628644,B
1,2,1,2,1.270249310608051,1,-24.35240927951581,B
1,1,2,1,0.32037859393676626,6,1.5409273444084224,B
1,2,2,1,0.4130466157657793,3,6.8526896953310334,B
1,1,2,1,0.4597076035024656,5,3.8754771213018753,B
1,1,2,1,0.4750429608066042,6,0.644189562771594,B
1,2,1,1,0.5744336517709598,1,-6.909058758273761,B
1,1,2,1,0.4611290466418722,4,-1.362358739397442,B
1,1,2,1,0.5264679639658425,4,4.544448328236848,B
1,2,1,1,0.7277808103863208,2,-22.581594858628332,B
1,1,2,1,0.5543743693779106,2,0.2393845370657139,B
1,1,2,1,0.6570608071051538,6,0.16487023837260378,B
1,1,2,1,0.6305319058155874,4,4.575244611468329,B
1,2,2,1,1.1031771435045812,1,-1.2222885186381385,B
1,2,1,1,0.6115868141932879,1,-9.065584423420855,B
1,1,1,1,0.9505965122043564,1,0.04929539083502636,B
1,2,2,1,0.5029766276529699,2,3.0342690616262264,B
1,1,1,1,0.6251893065928016,4,-8.41087263099161,A
1,1,1,1,0.8490624312471482,4,-0.4202521917317889,B
1,1,1,1,0.7944815164264583,2,3.1307551431507603,B
1,1,1,3,0.8059059807746962,2,-17.50657317216197,A
1,2,2,1,0.5526203367735434,2,7.125811531878874,A
1,2,2,1,1.455370470033813,5,5.9559611613175925,A
1,2,1,1,0.6283683102847135,1,-2.9888955329246163,A
1,2,1,1,0.6844604706056998,3,-7.766842172820286,A
1,2,2,1,0.9425402779634168,2,2.3937206232199064,A
1,2,2,1,0.8778395988665579,5,11.029808759375978,A
1,2,2,1,0.7107148332324869,3,7.770831260630307,A
1,2,2,1,0.8033950425269722,3,3.780323919483254,A
1,1,2,1,1.9498566048678183,3,0.1734530692065892,A
1,2,2,1,0.8608570096184849,4,7.754844801919972,A
1,1,2,1,0.9092219972189924,6,-5.892047412149062,A
1,2,2,1,0.9932186386104148,5,-3.121830819881758,A
1,2,1,1,1.1316271739415242,3,-5.568111499327487,A
1,1,1,1,0.7245825633326604,2,-5.768656235918338,A
1,1,1,1,0.9414209556416608,6,-0.024005783563965467,B
1,2,1,1,2.1932973439688794,6,6.576241776172067,B
1,2,1,1,1.0979532116834891,6,3.0765585802538866,B
1,1,2,1,0.756625650505157,3,-0.4686523108190646,B
1,2,2,1,0.8513068489046418,1,12.66098812251474,B
1,2,1,1,0.9333647213970836,6,5.403193423505809,B
1,1,1,1,1.5685073371714682,3,4.632822713863229,B
1,1,1,1,1.81339068710804,3,-0.10698241257517473,B
1,2,2,1,0.8521718381052779,6,-5.8388191878670135,B
1,2,2,1,1.0174890104353835,6,4.669722332486028,B
1,1,1,1,1.006162687244796,6,-0.10215636902856064,B
1,1,1,1,1.2441591580100066,4,2.403835909709825,B
1,1,1,1,0.7089210310114141,6,4.281843955898633,B
1,1,1,1,0.7347247782054183,2,0.5396683017394414,B
1,2,2,1,2.3291628687766206,6,10.155034216965324,A
1,2,2,2,0.975846371249645,2,13.939137779004298,A
1,2,2,1,0.7965851368098811,4,6.8557067666799245,A
1,1,1,1,0.9606389823056816,5,-9.454193101381934,A
1,1,1,1,0.8998860792853521,6,-3.650866973534911,A
1,2,1,1,0.6120258836090215,2,-5.930364227375628,A
1,2,2,1,0.5340809593944869,1,6.8298262343385625,A
1,1,1,1,0.5025109382477241,2,-8.882726437040976,A
1,2,1,1,0.4701182632998098,4,1.7271650633869111,A
1,2,1,1,0.6357709116018668,3,-7.447947833348928,A
1,2,2,1,0.5753242987884732,4,14.440169164691081,A
1,1,1,1,1.3620956408012717,2,-3.6065594653870834,A
1,2,1,1,0.9154722417697484,5,-1.1019632505440082,A
1,1,1,2,0.7167094617689145,1,-5.992179313880524,A
1,2,2,2,0.9927853422013868,1,10.555617094132918,A
1,2,2,1,2.08081475119252,3,2.8031667720948685,A
1,1,1,1,0.6135220551404927,3,-3.6355966661573285,A
1,1,2,1,0.618854391239438,5,-8.355256418256676,A
1,1,1,1,0.7115272239097976,4,1.8127641018691796,B
1,1,2,1,1.073950001889898,4,0.4045218038492697,A
1,1,1,3,1.9969383808238492,2,-13.402713067068053,A
1,2,2,1,0.4427788956745644,3,5.772471733943116,A
1,1,2,1,0.5910227142267104,6,-0.08671072852667905,A
1,2,2,1,0.5447568568924908,6,-2.103559780003451,A
1,2,2,1,0.6803924235027807,5,5.054949458045991,A
1,1,1,2,0.9714412445609923,1,-3.78991443433587,A
1,1,2,1,0.5917623008426744,5,-9.750152217586884,A
1,1,2,1,0.7956810194373247,3,4.629773499737402,A
1,2,2,1,1.1750225628456974,2,2.3356187928438734,A
1,2,2,1,0.7871478704983019,6,1.6527946579971855,A
