Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Orientation,Task
1,2,2,2,1.3752565773606875,0.7750640801959889,6,1.0528024433986485,B
1,1,1,4,2.8665666228775986,1.8404101645687658,2,-0.6662974102099892,B
1,1,1,3,1.2051926126246144,1.324667539885013,6,3.4278967655966515,B
1,2,1,3,0.9480854197349801,1.2403469182490878,4,2.2080088866950582,B
1,2,2,4,0.8849513529321484,0.7401034904783046,3,-16.613031859463995,B
1,1,1,2,0.9848240905616876,1.4650310715182968,3,-3.2768915265305507,B
1,2,1,2,1.050411678374985,0.4698925710590629,4,-3.353079618616173,B
1,2,1,2,1.0552677256468996,1.9598013834652197,1,-4.730674866461334,B
1,1,2,3,1.6748565091111232,0.9597484643845746,1,4.43481799041529,B
1,1,1,1,5.066012223345751,1.0048698383052397,5,-1.9719933818507434,B
1,1,1,3,0.8899324816675289,0.7000822330442134,4,-4.053696268476571,B
1,2,2,4,1.6100684804973753,2.149726360244585,3,25.455445017022157,B
1,2,2,3,1.15581045090903,0.8502669045992661,3,15.100206979977743,B
1,2,1,2,1.0453538971537455,0.6099831685251047,5,-1.0161544296823863,B
1,2,1,2,1.0855416091508232,0.5696783931075515,4,-7.231963246260746,B
1,2,1,3,1.1850108788798934,1.81530663560352,5,-3.12318068810042,B
1,1,2,1,3.9817695370834367,1.0413891354883162,4,-2.574373179439954,B
1,2,2,3,1.0467301139715346,0.760333332477785,4,6.654089158717619,B
1,2,2,1,3.7152934218697737,1.0402698167526978,5,7.1972356810385785,B
1,2,2,3,0.9456383131578149,0.6801795271794617,5,-17.112294264480223,B
1,2,2,4,0.8804801717014925,0.7251203347823321,3,22.51082303191371,B
1,2,2,3,1.3799949197682508,0.8602917028010779,2,-2.270979930760354,B
1,1,2,2,1.1251831320910242,0.7050431563120583,4,-2.7266717891095453,B
1,2,1,3,1.290145697454136,1.0152759746092672,3,-1.5319264217929756,B
1,1,1,2,0.9366994786346368,0.764830171444828,2,-0.520939857391024,B
1,1,1,2,0.9900685318129944,1.5503549106342691,3,2.696260365096679,B
1,1,1,2,1.695503289322005,2.4252747302089124,2,5.0363865915475525,B
1,1,1,2,0.7901546776620307,0.7212363949856808,2,0.7250186428340921,B
1,2,2,3,1.2507116814540495,1.6752205282414252,1,12.65037818431147,B
1,1,1,3,1.605582225347007,2.180150020783003,4,2.7877012300101867,B
1,1,1,2,1.7899984861933262,1.0701113674035696,1,1.4667718690249008,B
1,1,1,3,1.4904700753822908,0.8447078353592588,4,-2.1519649665874,B
1,1,1,1,2.396764816059658,1.2052580398517418,6,0.1998723444741304,B
1,1,1,2,1.8250726113928977,1.114916189005271,4,-0.9922689230540788,B
1,1,1,1,3.3604151806562186,1.3949581907190804,5,-5.1573975549538025,B
1,1,1,2,0.8699794224958168,0.7247851806046128,2,-0.13404745957614314,B
1,1,1,3,0.8401635295808774,1.1103847120948558,3,-0.2436648896564733,B
1,2,2,3,0.960365212215038,1.5609634223314968,4,22.858825281578802,B
1,1,1,2,1.040311831295185,0.6504582471657159,6,-1.9513197572900405,B
1,2,1,2,0.7355036998451396,1.1906424312242052,1,1.058545606702428,B
1,2,1,1,0.6853748980106502,1.0555676004369159,2,-1.5069463564045529,B
1,1,2,1,1.5406312701093157,0.954847195353068,6,-0.4899854998026941,B
1,1,1,1,1.1308820359927267,0.9002747943532086,5,-4.158396513545633,B
1,2,2,4,0.8156822007154005,1.145348509028736,2,-14.77002260290533,B
1,1,1,1,1.315302145500027,0.8753210424224562,2,4.236454405763659,B
1,2,1,1,1.7367788893279794,2.4900040667512258,3,-6.356840583456648,B
1,2,1,1,1.1957431891541999,0.8001717785432447,6,14.515074695404074,B
1,1,1,1,2.2850099808592863,2.4002555510514867,5,2.5266954102787884,B
1,1,1,1,2.0354031856641086,0.7405287674537249,4,-1.495235699692266,B
1,2,2,1,1.5402945123232712,0.8604446870526772,2,-6.947432742968209,B
1,2,2,1,4.190599775238297,0.9098563551647204,3,3.7734430737482296,B
1,1,2,1,1.4209514016820322,0.8047154428782051,6,1.28112284919077,B
1,1,1,1,2.280848937513383,1.1002592072786683,5,-5.401569554308548,B
1,2,2,2,2.8508496559297782,1.3703739101874817,6,16.961305419630715,B
1,1,2,1,1.91082012387551,0.6752359228830755,5,1.2748243119101266,B
1,1,1,2,1.010643149641055,1.2351185130828526,6,2.360799502127036,B
1,2,1,1,3.2960007928240884,0.7752167437251956,4,-16.181622809609273,B
1,1,1,2,1.1255016087397962,0.7153482652806815,3,0.4520165463471521,B
1,1,1,3,1.195807012772093,0.9201989885723378,3,0.973213367600239,B
1,2,2,4,1.255336167657788,0.6798318648557142,4,25.8926147590202,B
1,2,2,4,1.1505461249121254,0.7850337142649549,1,7.11490436133762,B
1,2,2,3,1.0707646775076682,1.2806481657285076,1,-5.627875818631918,B
1,2,2,1,1.240314525357462,0.7204843025970149,3,3.615545163805937,B
1,1,1,2,0.9258600473131082,0.8346997146859394,4,-1.883175663727741,B
1,2,1,2,1.4504436864008312,0.9699656956067884,6,9.245287881915324,B
1,1,2,1,1.1604073550465728,0.7198191257893995,1,-3.6688948045486383,B
1,1,1,2,1.41616815823636,1.8400753311129847,3,3.959315791199642,B
1,2,1,2,2.950922523900317,1.0603925377040468,3,-5.598423503841939,B
1,2,2,3,1.1703891765405388,1.110325378580001,3,16.06510973595876,B
1,2,2,4,1.1003874959592397,0.9748939052610694,4,13.829095787033939,B
1,2,2,2,3.001310789591116,1.2758841655845572,3,-2.8556233560828086,B
1,2,1,2,1.0302649032960292,1.980353550773998,1,1.4843926391076852,B
1,1,1,1,1.9459381879482864,3.085383814073793,2,-2.6831205331699732,B
1,1,1,1,1.8459948915447055,1.4902006691536371,6,1.955268693229816,B
1,1,1,1,3.0009377902529195,0.5404481380178368,6,4.591838303105035,B
1,2,2,1,2.8802697782657565,0.7652945764675678,5,-2.5428741923883336,B
1,1,1,2,0.9554851108155162,0.8900293396213783,2,-0.7535722437780511,B
1,1,2,1,7.635979265983224,1.6202324719174612,2,6.189696336434387,B
1,2,2,4,1.1906581465877937,1.2848467335138594,2,-10.372338514262433,B
1,2,2,2,2.64561534948416,1.5551933182123319,1,-3.455764415375877,B
1,1,1,1,2.0909611644506185,1.6401396678866151,1,4.4952081544906415,B
1,1,2,1,1.9057062163565208,0.6052015286882124,5,-2.6357420646787,B
1,1,1,2,1.2552255186715229,0.6297848470544523,4,-2.398923475034912,B
1,1,2,1,2.560513129063565,1.1950395257426862,3,1.7474777747151276,B
1,1,1,2,0.8860956879607329,1.4552708687197082,3,0.1428257766827596,B
1,2,2,4,1.2603493685628564,1.3448839115731062,4,9.175812766418213,B
1,1,2,1,2.340973351875164,1.2001617720261493,5,-0.7034962433470568,B
1,1,2,4,0.8262012310583486,1.2100435283491606,1,-7.492353644882423,B
1,2,2,4,1.9411587931626852,0.6703449169463056,5,-30.585420554416785,B
1,1,1,1,0.9956933490016128,0.6652140111764311,6,2.8309067246801085,B
1,2,2,4,1.7462235019734182,0.7551947293882222,2,9.793702709709617,B
1,2,2,2,2.1404761049502667,0.9096337743039841,2,-6.986214496367228,B
1,2,1,2,0.8457546709905728,1.7002820426637302,4,5.08460161640033,B
1,1,2,1,1.621031068952561,1.0998467591712142,4,5.616145958514996,B
1,2,2,2,1.0409058078853377,0.5750402185012717,3,-4.2230167599556365,B
1,1,1,1,1.4054133974436809,1.2849856060101956,6,4.8133526984921104,B
1,1,1,2,0.9706725662354074,0.7804820318874591,3,-6.696303844950067,B
1,1,1,3,1.0252411185747403,0.6350222324281276,2,-0.29298107746878205,B
1,1,1,2,0.7857505272668277,0.5898912368570564,3,0.986278248743026,B
1,2,1,1,0.7506074469015402,0.8350335859763618,5,7.591163837378615,B
1,1,1,3,0.8058103867647333,1.6453090602599332,1,-0.022984625615043344,B
1,1,2,1,1.295374102621281,1.935218385820917,6,4.362320020152173,B
1,2,1,2,0.9703428643269943,1.2151978468027664,5,4.501064119081533,B
1,2,2,4,1.0705962986157829,0.7763745490656221,1,5.666646690214533,B
1,1,2,1,2.1957370954414728,0.715191432368556,4,-2.0034363202626224,B
1,2,1,1,4.3964989377700485,0.6052108296171355,6,6.858354980203368,B
1,1,1,2,0.8657718745025704,0.6615853658531705,6,-1.7346023411949152,B
1,2,2,4,1.0456444710143842,0.6751676091607806,1,11.61522826636822,B
1,1,1,2,0.8711372278357885,1.7649562150736529,5,-4.125595253086527,B
1,2,2,3,1.0803706131691797,0.9952241331538972,2,5.4486351402928985,B
1,1,1,1,0.8112597691833798,0.7197193813408376,5,-0.19169688837173574,B
1,1,1,1,1.106097304398645,0.4105879213639128,3,-1.6086609976077522,B
1,1,1,1,0.7906723224868983,0.4297536087606204,4,3.3546925467447477,B
1,2,2,1,1.5314560636934402,0.4653687914687907,4,8.01147125912453,B
1,2,2,4,0.9907025986149164,0.6848983055624558,1,-34.18674971934837,B
1,2,1,1,1.5406466647509658,0.6347544298077992,3,-3.176836478121615,B
1,1,1,3,3.0755415065195852,1.3054197477331397,3,-1.36851163846612,B
1,1,1,2,0.995006042397108,0.7151218357603284,3,-3.4500228254501364,B
1,2,1,3,1.0005532449340535,0.5600471204325004,3,-1.0683421469655925,B
1,2,1,1,1.23597933012843,0.6851375639516846,6,2.0214625246372724,B
1,1,1,2,1.4709740446342041,0.7948003314977541,4,-5.5685966640645415,B
1,1,1,1,0.7264766668549782,1.1303425820915436,3,4.676844792491,B
1,2,1,1,0.8060647190741292,0.6205034817548949,6,9.540087456399519,B
1,2,2,4,0.7958952753842823,0.8903048395623046,3,-26.483489994726906,B
1,1,1,3,0.8807659347376102,1.3402263910338659,1,-0.02561092231379147,B
1,2,2,4,0.8713222842570758,0.5700956520404361,4,16.454988503293663,B
1,2,2,3,1.1505047518130596,0.7050357797124889,3,-11.027316057283148,B
1,2,2,4,0.7710207417139827,1.1998484269233811,1,17.804648504327194,B
1,1,1,1,2.6450072611396536,0.555177923570227,4,-8.262110525900233,B
1,1,1,2,1.186204605050989,0.6914041452646416,3,3.3417956003888976,B
1,2,2,4,1.0360680417506956,0.7602518691664955,1,15.140225527508154,B
1,2,2,4,0.9812737013335208,0.5552933833832867,6,24.614521790084773,B
1,2,2,4,1.0061572152117149,0.934695609447772,3,-12.891865233165431,B
1,2,2,4,0.7163611044115896,0.4701725611039365,2,8.583025897540601,B
1,2,2,4,0.9355288444266988,0.3696622287334321,5,16.49345764846973,B
1,2,2,4,0.5910089519838948,0.5252183473339755,4,-8.88201478435369,B
1,1,1,2,0.9655782227400778,0.8751180255867439,5,-2.41378598799169,B
1,1,2,1,4.5068894228543295,0.5854620701684325,5,3.9242766117533936,B
1,1,1,1,0.8610957521050295,0.6596584698745573,6,-0.01772432755277784,B
1,2,1,1,0.9757043689987768,0.6304727951019231,6,-4.174680072538136,B
1,1,1,2,1.0112034504518306,0.7996926203213661,4,-3.353086137657352,B
1,1,1,4,0.9117505375297696,1.55519524254305,2,1.5823240336636242,B
1,1,1,2,0.8163044008151701,0.6451358705407984,2,2.4664187683155894,B
1,1,1,3,0.5761560092987565,0.6399748169314989,2,0.21210799474105854,B
1,1,1,2,0.5306475242841769,0.8352786173563801,2,0.2425110250818886,B
1,1,1,3,0.6061418847148161,0.5256131557480329,2,1.7136271288751994,B
1,2,2,2,1.4650791797739655,1.0151826445944607,1,8.879402753163433,B
1,1,1,2,0.6448828211196087,0.7501196291941596,1,-0.9084472108736232,B
1,2,1,1,0.8360685549050686,0.9602908047809252,6,-9.451411047540557,B
1,1,1,1,1.061313650428929,0.7898066946163453,3,0.7706932545924421,B
1,2,2,4,1.2955723086315631,0.6551548957531851,3,-6.122926033176611,B
1,1,1,1,0.8307532341577826,1.260325955879125,1,2.9737068937987456,B
1,1,1,1,1.9660522494141333,1.2648381894878185,5,0.6960603797803313,B
1,2,1,1,4.1912085050271335,0.8953847505808881,6,-3.144896404526592,B
1,1,2,2,1.4955964910477633,0.875162605902915,5,3.5031073948687377,B
1,2,1,1,0.9661135072583421,0.5449597301831091,3,-0.4623540788931834,B
1,2,2,4,0.8049819626112367,0.8914754737697876,3,20.79183732139015,B
1,2,2,3,0.8311653615437535,1.3602955514616042,2,-8.686748884927237,B
1,2,2,4,0.9064008995601398,0.6199159195984976,5,1.204589340366229,B
1,1,1,1,2.006306992246209,1.0798391773105322,2,-3.5113539025699234,B
1,2,2,4,0.8015460710312254,0.8050534835501821,1,17.180830475053178,B
1,1,1,2,0.90612764467096,1.2156096534672542,1,-0.5235930797677646,B
1,2,2,4,0.9399038091469264,0.8901245939669025,1,-16.212999336121545,B
1,1,1,2,0.8948571633836764,0.8800061450283465,1,1.3919561259933542,B
1,1,1,2,1.5757644081013495,1.1055600955496632,4,-6.127101189991945,B
1,1,1,1,1.4266737182679208,0.9205328598618508,6,0.7384319629391676,B
1,2,1,1,3.6249746629855513,0.4798054373868581,6,21.247558753691987,B
1,2,2,1,1.2015697402921433,0.8800488010137997,2,-4.967991686968944,B
1,2,2,2,1.0157727725236327,0.7806006989167145,5,5.3591807286351205,B
1,2,2,2,0.9613039646328616,0.9247609340436612,1,-4.113136637361818,B
1,2,2,3,0.8211437705576827,0.5949833352997302,6,8.715611381459407,B
1,2,2,1,1.8210789847753404,0.389888222072841,5,-1.8313382324631853,B
1,2,2,2,1.0165623893508382,0.6404193372090958,5,11.354925911850474,B
1,2,1,1,1.1161086322890696,1.259976048503631,3,-3.6390096710880204,B
1,2,2,1,2.6550981280115598,0.5155732836255993,6,-2.3902825686750533,B
1,2,2,4,0.9699740343712621,0.6097958670516164,6,1.3632857064733852,B
1,2,2,3,1.029808837037308,1.455284659753488,4,16.21886567386656,B
1,1,1,1,1.600756005193034,0.4652465965018564,4,2.0834328822794803,B
1,2,2,2,1.3066602992721528,0.7751314317529251,4,-9.97180401251862,B
1,2,1,1,0.7065014778854675,0.6700027068909549,4,-2.6723072681143893,B
1,2,1,2,1.2763132912205035,0.7952240048643944,6,0.26494826636074864,B
1,1,1,1,0.8162803466875631,1.175099936881452,3,-3.509520317899056,B
1,1,1,1,1.38148820000697,0.8002705608269025,5,0.7573890861502306,B
1,2,2,4,1.0813449656952798,0.7152988741381705,1,-10.212757123245787,B
1,2,2,4,1.0115655452527792,0.5449994996743044,5,-18.451872534485396,B
1,2,1,2,0.8317157199817302,1.2303179506652668,3,-0.5918493859516958,B
1,1,1,1,0.8513413222972304,0.5997867842133928,5,-3.31155763124248,B
1,2,1,1,0.8298141610175662,0.9303578484450554,5,5.300450034490014,B
1,2,1,1,1.5913809891562778,1.0806031364018054,6,1.802078011989923,B
1,2,2,4,1.226549791402249,1.30540916391692,5,13.142263038732883,B
1,2,2,4,1.1264705089988638,0.6503107151838776,3,14.625438507914891,B
1,2,2,4,0.7263275312634505,0.550149007302025,4,22.183171475431124,B
1,1,1,1,2.180247520179364,0.7802575266969143,2,5.180882565320875,B
1,2,2,2,1.576830807756778,0.6105829181060471,5,-3.976266526015838,B
1,1,1,1,1.6815974378177998,0.7952798104406611,1,4.99295507849725,B
1,1,1,1,3.2867123716478086,0.929886387544684,2,-7.341010593418058,B
1,1,1,2,0.8165410934307147,0.7353972202408839,2,2.113374065161981,B
1,1,1,3,1.4951253508697846,0.9252060957642244,2,-1.8710395919135945,B
1,1,1,3,0.8216809794075743,0.7455105376320716,3,-0.7211454584642448,B
1,1,1,1,2.0166156291525112,0.4854299338549026,1,5.590365863344044,B
1,2,2,3,1.6151400527523947,0.7302166026074701,3,-8.154480860630576,B
1,2,2,2,1.1263325986674315,0.810214537160391,5,11.763140070861088,B
1,1,1,3,0.8353036336484365,0.9464048380232272,2,-0.9751774986423374,B
1,2,1,4,0.8654158734143493,1.1951896234977541,1,-2.7060777120178234,B
1,1,1,1,1.1299676584230838,1.3453030948367086,2,1.6213507971479473,B
1,1,2,1,1.834898562140552,0.4701109825373351,2,3.1995134303447403,B
1,2,2,4,0.9514645435747298,0.6459495414965204,1,-15.266910732603266,B
1,1,1,1,1.0600176140360418,0.4354643793649302,2,0.3912461893774708,B
1,1,1,1,1.830205762214064,0.5700655042001017,5,-0.4160845156989712,B
1,2,1,2,2.535434616391285,1.059689195014471,5,-5.416400783694447,B
1,1,1,3,0.94172486696516,0.7349433990339094,4,2.633012928296285,B
1,2,1,1,1.1065658788029396,0.9050824126479712,4,-5.642185639807582,B
1,2,2,4,0.970094305008388,0.5999542009412835,4,15.444268473207808,B
1,2,2,4,0.855012302884461,0.5204476120343315,1,-18.992490807876326,B
1,2,1,1,1.359894007891853,0.5463786029868061,3,-0.8078269613002458,B
1,1,1,2,0.8804003119985282,0.6202359998560496,1,3.2889102783478945,B
1,2,2,2,1.0016337563438356,0.7201003987220247,6,3.089366406536928,B
1,1,2,4,0.7364722793818146,0.7855821483735781,6,4.431956657691611,B
1,1,2,3,1.1503296377641163,1.0798439881364177,4,8.678045570105438,B
1,2,2,1,1.311610638723323,1.3450615913952788,5,13.882430662490355,B
1,2,2,4,0.5951029644947994,0.7601777824529563,2,21.529440059726426,B
1,1,2,1,2.5903752059030007,0.4455623021140127,4,1.0828504182481504,B
1,2,2,4,1.012608211501174,0.5503202726904419,3,-22.0932383884198,B
1,2,2,2,1.0551089684049657,0.8856444325283519,1,12.464632509584193,B
1,2,2,4,0.6902453777584014,0.520485457194809,1,-13.41908433739579,B
1,1,1,2,1.5004358607911854,1.1199319556844785,4,-1.4984375360953963,B
1,1,1,2,1.2053481626489884,0.9648116978751204,1,2.7807128264420466,B
1,2,1,2,0.670216628264825,0.7150262606928663,1,1.174303204344343,B
1,1,1,1,0.8653844426880823,0.480228148589049,4,-3.642631364373063,B
1,2,1,2,0.7405329368357343,0.6496869114762376,5,1.5609344609267648,B
1,2,2,1,1.026768074591928,0.705606664339939,3,9.074710939696736,B
1,2,1,1,3.8167614292387952,0.8554802358457891,6,8.257263859906844,B
1,2,2,3,0.9066526660953969,1.0551577181031462,6,17.520087284454178,B
1,1,1,2,0.7101949089919799,0.8347045255113699,3,3.6337200985173843,B
1,2,1,3,0.9004021208684208,0.6148648735334064,1,-0.1637789201399794,B
1,2,1,1,1.2251540105608,0.4400417194783586,5,-2.9608804306172667,B
1,1,1,2,0.70978823387577,0.7902640437614536,3,-0.0030500953743288943,B
1,2,2,1,1.1549906862419448,1.0005147583297005,4,-12.19863826151417,B
1,2,1,2,1.0255223915064562,0.8953571685142379,4,7.369143786675342,B
1,2,2,1,2.055497683106296,1.2549468115130369,1,5.18424519887277,B
1,1,2,1,1.1600465431329212,0.515498876190577,6,5.788559117690369,B
1,2,2,2,0.679885104657842,1.3301804251996143,3,9.179142995843383,B
1,1,1,1,0.9254248279648892,1.0302847880420811,3,1.815688211602408,B
1,1,1,2,1.0950311228334613,1.7350989490596476,3,0.5893765619336724,B
1,1,1,1,4.765108237159438,1.2402523053469852,3,-2.6397499530060005,B
1,1,1,1,1.6853174888265132,0.6605426996038659,3,5.396178983415747,B
1,2,2,1,1.9506226491093912,1.1451910346740988,5,-0.8690963674006678,B
1,1,2,3,0.8852255699866873,1.3553913959349302,3,4.077123884222311,B
1,1,2,1,1.9354605307044042,0.15057434842219666,1,-3.9214049443607717,B
1,1,1,1,1.0806515653785027,0.9303424538038598,1,-2.1475095367071457,B
1,2,2,1,1.0752018622388275,0.49502753075103106,6,-5.145367622008111,B
1,2,1,1,0.8700663380759579,0.4198689659424417,3,-1.3546659785302881,B
1,2,2,4,0.7352278791831851,0.7204185546479493,1,-15.963622233720837,B
1,2,2,4,0.8068030204285606,0.6002582451128546,4,17.18501107658958,B
1,1,1,1,0.945274614748996,0.5951039266601583,4,-0.9731674046776441,B
1,2,2,4,0.7604827887907959,0.6999917895245744,2,-22.069150325311913,B
1,2,2,4,0.8349678380282057,0.5201567174517551,2,10.23643097626647,B
1,1,2,3,0.7604901653903653,0.9949726873401232,4,-7.229861708346701,B
1,2,2,1,1.1750771656406869,0.3998716471760417,4,2.974908868562818,B
1,2,2,4,0.7948968687296656,0.5950606292299199,1,-13.950751946129202,B
1,2,1,1,2.7001098151104093,0.904689849287024,5,-12.722856353910688,B
1,2,2,1,1.6556398269640342,0.6551295587378263,3,9.059099801176053,B
1,1,1,2,0.8801264156654725,1.3953347179958655,5,1.2486618616651393,B
1,2,1,1,0.8000457349144199,0.6305481647023043,2,-3.5072443558928112,B
1,1,1,1,2.1553152566029894,1.299834058591841,3,2.334056316958607,B
1,1,1,2,0.8248561242453434,0.8647029090743672,2,-4.709091145738231,B
1,1,1,2,0.7950665305097573,1.0901879044295129,3,-1.911215443175667,B
1,1,1,2,0.8999935214214929,1.5914926003088112,1,1.5324585593297482,B
1,1,1,2,0.9850800264784992,1.3052738193591722,3,4.399105801310185,B
1,2,1,1,2.8454939242474215,0.37510423455205455,5,7.114392591857859,B
1,2,1,1,2.765165004901064,1.410160078615263,2,-6.69388685234823,B
1,2,2,1,1.1800618223151105,0.7952525490964035,4,8.566981417821527,B
1,2,2,1,0.8899276708416437,0.8750782560955486,3,8.141258383506957,B
1,2,1,1,7.22065813375866,0.5706036752144428,5,-15.990602842176175,B
1,2,1,2,0.8750458632030131,0.7098482088331366,4,6.991979726426692,B
1,2,2,4,0.7348731609818059,0.6550211548037623,2,21.21022888844404,B
1,2,2,3,0.9300018473568344,1.0451457487697553,2,-10.816904347714459,B
1,1,2,1,1.5400016934108862,0.2901084937366249,6,-0.15406520882993074,B
1,1,1,1,2.1198937898016084,0.5256801865834859,6,-4.511857239025988,B
1,1,1,1,1.355067467016852,0.4705805191069885,4,-1.832376820467604,B
1,2,1,1,1.7599872737628175,0.3254853802218349,6,-8.782088102667473,B
1,2,2,1,1.534868542588811,1.4500158436521815,3,6.274614514541371,B
1,1,1,2,0.8101022845648913,0.9354807361723942,3,1.8132369890694031,B
1,2,1,1,1.4703165651480958,2.270172432815343,6,3.851824642634405,B
1,1,1,2,0.7355813144968124,0.5697528005421191,4,0.29146118595807463,B
1,1,1,2,0.8951256074469711,0.74515453654476,5,-4.948914056991117,B
1,2,2,4,0.9852904199142358,1.3054835713519424,2,-30.472646386343943,B
1,1,1,1,2.745629846104748,0.4651766791703267,5,-0.3847148311075255,B
1,2,2,4,0.8601290968990725,0.6956386338797529,2,16.307048928181402,B
1,2,2,4,0.8456812257218189,0.6152417215316746,5,30.785197730771788,B
1,1,1,2,0.9602462244638446,0.8347106192240972,1,1.108911958697358,B
1,2,1,2,2.2154557070498413,1.2152061855667853,4,-2.332261034132249,B
1,1,1,1,1.03061192417681,0.460544495645081,6,0.4875601763674038,B
1,1,1,2,1.9356208915551176,1.5947710175341854,1,1.5001257594855093,B
1,1,1,3,0.6604977985662117,1.0700209238839309,4,-0.3585668899645207,B
1,2,2,4,0.8603702796172001,0.929899216413105,6,25.98716533452787,B
1,1,1,2,0.8406401220281623,2.1847828457503056,4,0.5572287958322482,B
1,2,2,1,4.956083577509162,0.8606047271814532,2,2.2230314881889863,A
1,1,1,2,1.2806991604793438,1.4151347929164333,6,-8.668973630044555,A
1,1,1,2,2.0249595249215417,0.7647852704067191,2,-6.300345095923622,A
1,2,2,3,0.9612067859579838,0.9646003422740251,1,8.316000371151658,A
1,1,1,1,1.9850777814262983,0.5152753331658461,5,-7.8079407742033435,A
1,2,1,1,0.7606614307778727,0.6101515474183543,5,3.7178691903544463,A
1,2,2,3,0.8361657335808559,1.3653161289657874,4,-5.146102305384686,A
1,1,1,1,1.0807266142564913,0.4313094297313,6,-3.5246669374726767,A
1,2,2,4,0.6952037352530169,1.7702728187077812,4,9.202401951706008,A
1,1,1,1,3.6599067084716808,0.800423545078047,3,-4.543831145143819,A
1,1,2,2,0.915517413905036,1.595297001123981,3,-10.27051224622956,A
1,1,2,1,1.8800914570001623,1.1103256993019386,5,-7.561340887260162,A
1,2,2,1,3.655431357859016,0.929990301376165,6,4.503521336364821,A
1,1,2,2,1.0007184166097431,0.8351541773363351,1,7.092755831105933,A
1,1,1,1,1.2349376260435747,0.6251055174388966,5,-1.5148814436544162,A
1,2,1,1,0.8353838140737935,1.930667344886388,2,1.923666054431318,A
1,1,1,1,3.1303942182858013,1.4203965531396534,3,-6.670366710411353,A
1,2,2,1,1.3908128627363112,0.6249008969944043,3,3.8855780408621605,A
1,2,2,2,1.500293139633868,0.7247457318353554,1,6.9650305488694295,A
1,2,2,1,0.8562194993655794,0.8346753398363944,3,10.039663690730645,A
1,2,2,1,0.8003943594030716,0.4408512210511617,1,3.3255479686038325,A
1,2,2,2,0.5355738096095592,0.5796515551155608,2,7.824805352783037,A
1,1,1,2,0.9763692250844542,1.2052064036579395,6,-12.273441765085998,A
1,1,2,1,1.4663675188458,0.3701198986009331,6,-1.1849403859190382,A
1,1,2,1,0.980487612444449,0.4203490863274055,3,0.8530655411169015,A
1,2,2,2,0.9556964664161568,0.6601639272757893,6,9.625353524277543,A
1,1,2,1,1.2202386297740304,0.2100319823684913,3,1.5290874636379763,A
1,2,2,3,0.9050304557322306,0.5005208520424276,6,13.149866798484512,A
1,2,2,1,0.9156245349531672,0.4001657489752688,5,2.3309687889913167,A
1,2,2,2,0.6400726370502525,0.7051765765399978,1,7.605434435260367,A
1,1,2,1,1.0002578602470749,0.4107697705685496,3,0.4888548491878622,A
1,1,1,3,1.5698493377740306,0.8495802394381826,1,-9.627535498768443,A
1,2,1,2,0.8607128103940341,0.8851383336841536,1,-5.83241769673149,A
1,2,1,1,1.084878356673471,0.3850440415035337,2,-2.1811602829678245,A
1,1,1,3,1.0507776218355502,0.7411833604446656,3,-10.836663622476356,A
1,2,2,2,1.0399914303161495,1.08506148876495,4,5.980019276936936,A
1,2,1,1,1.0948223330069595,0.9300166005550636,1,2.8046629267521173,A
