subject,stimtype,task,s,contrast_id,Chat,g,tf,resp,rt,C
6,ellipse,B,1.61815,2,-1,3,1,2,0.3571,-1
6,ellipse,B,-10.0515,4,-1,3,0,2,0.330975,1
6,ellipse,B,-5.47049,4,-1,3,0,2,0.210432,1
6,ellipse,B,1.64622,4,-1,3,1,2,0.270421,-1
6,ellipse,B,-7.3972,4,1,3,1,7,1.33567,1
6,ellipse,B,1.66739,6,-1,3,1,2,0.534325,-1
6,ellipse,B,17.2811,5,-1,2,0,3,0.245043,1
6,ellipse,B,0.515578,4,-1,2,1,3,0.479722,-1
6,ellipse,B,-7.27761,3,-1,3,0,2,0.320963,1
6,ellipse,B,-0.883648,2,1,4,0,8,0.296308,-1
6,ellipse,B,-11.0425,2,1,4,1,8,0.448871,1
6,ellipse,B,-29.241,3,1,4,1,8,0.371644,1
6,ellipse,B,-6.36927,4,-1,3,1,2,0.440957,-1
6,ellipse,B,-0.657253,2,-1,2,1,3,0.379631,-1
6,ellipse,B,0.313874,2,-1,2,1,3,0.336944,-1
6,ellipse,B,-9.84631,4,1,3,1,7,0.759594,1
6,ellipse,B,-0.0928371,6,1,3,0,7,0.365459,-1
6,ellipse,B,9.01413,4,1,3,1,7,0.467546,1
6,ellipse,B,-30.1084,6,1,4,1,8,0.836858,1
6,ellipse,B,1.76258,5,1,3,0,7,0.439517,-1
6,ellipse,B,0.225335,3,1,3,0,7,0.426226,-1
6,ellipse,B,-2.63483,1,-1,3,1,2,0.733543,-1
6,ellipse,B,-1.5046,4,-1,2,0,3,0.596204,1
6,ellipse,B,-19.597,5,1,4,1,8,0.656801,1
6,ellipse,B,12.7063,2,1,4,1,8,0.442714,1
6,ellipse,B,4.45112,3,1,4,1,8,0.445415,1
6,ellipse,B,2.03554,2,1,3,1,7,0.560133,1
6,ellipse,B,3.33801,5,1,3,0,7,0.414067,-1
6,ellipse,B,4.50287,5,-1,3,1,2,0.690056,-1
6,ellipse,B,-0.74405,6,-1,3,1,2,0.442709,-1
6,ellipse,B,-10.2208,3,1,4,1,8,0.493494,1
6,ellipse,B,-5.64929,1,1,3,1,7,0.750079,1
6,ellipse,B,16.0272,4,1,3,1,7,0.324084,1
6,ellipse,B,2.14089,2,1,4,1,8,0.555434,1
6,ellipse,B,5.41667,3,1,4,1,8,0.377419,1
6,ellipse,B,3.61055,5,1,4,0,8,0.446632,-1
6,ellipse,B,6.7995,2,1,4,1,8,0.401366,1
6,ellipse,B,3.89916,4,-1,2,1,3,1.46859,-1
6,ellipse,B,-0.814177,6,-1,3,1,2,0.405902,-1
6,ellipse,B,-5.85718,4,-1,3,0,2,0.361999,1
6,ellipse,B,1.89531,3,-1,3,1,2,0.335973,-1
6,ellipse,B,-1.29553,3,-1,3,1,2,0.486496,-1
6,ellipse,B,1.55049,4,-1,3,0,2,0.263215,1
6,ellipse,B,-9.80966,6,-1,3,0,2,0.257281,1
6,ellipse,B,-15.8445,3,1,4,1,8,0.763167,1
6,ellipse,B,-0.705747,2,-1,3,1,2,0.449159,-1
6,ellipse,B,3.02019,2,1,3,1,7,0.403793,1
6,ellipse,B,1.78472,2,-1,3,0,2,0.519832,1
6,ellipse,B,3.95167,5,-1,3,1,2,0.375191,-1
6,ellipse,B,-13.2928,4,1,4,1,8,0.460449,1
6,ellipse,B,5.67059,3,-1,3,0,2,0.318471,1
6,ellipse,B,4.32559,2,1,4,0,8,0.357747,-1
6,ellipse,B,5.73449,2,1,4,1,8,0.411777,1
6,ellipse,B,4.06099,3,1,4,1,8,0.431782,1
6,ellipse,B,-2.60957,3,-1,3,1,2,0.515108,-1
6,ellipse,B,-1.86513,1,-1,3,1,2,0.483082,-1
6,ellipse,B,-6.42002,3,1,4,1,8,0.579721,1
6,ellipse,B,4.07049,3,1,3,1,7,0.336991,1
6,ellipse,B,2.79091,5,-1,3,1,2,0.391674,-1
6,ellipse,B,7.98914,3,1,3,0,7,0.540414,-1
6,ellipse,B,-2.32251,5,-1,3,1,2,0.379006,-1
6,ellipse,B,-14.2515,1,1,3,1,7,0.495948,1
6,ellipse,B,11.9057,5,1,3,1,7,0.688574,1
6,ellipse,B,0.968585,1,1,4,1,8,0.505326,1
6,ellipse,B,1.89941,4,1,4,0,8,0.393212,-1
6,ellipse,B,-2.33518,6,1,4,0,8,0.365901,-1
6,ellipse,B,2.041,6,1,4,0,8,0.483183,-1
6,ellipse,B,8.69773,5,1,3,1,7,0.595844,1
6,ellipse,B,2.33876,4,1,3,0,7,0.480521,-1
6,ellipse,B,-0.157735,1,1,3,0,7,0.449874,-1
6,ellipse,B,3.13085,6,1,3,0,7,0.372354,-1
6,ellipse,B,9.14948,1,1,3,0,7,0.473503,-1
6,ellipse,B,3.93421,2,1,3,0,7,0.554839,-1
6,ellipse,B,-8.50707,4,-1,3,0,2,0.408474,1
6,ellipse,B,2.02917,5,1,3,0,7,0.25251,-1
6,ellipse,B,-2.60872,4,-1,3,0,2,0.278854,1
6,ellipse,B,8.0292,5,-1,3,0,2,0.223865,1
6,ellipse,B,-1.53991,3,1,3,0,7,0.0756259,-1
6,ellipse,B,20.3386,4,1,3,1,7,0.300862,1
6,ellipse,B,-3.98266,3,1,3,1,7,0.276749,1
6,ellipse,B,21.09,1,-1,2,0,3,0.669701,1
6,ellipse,B,8.13213,6,1,3,1,7,0.39106,1
6,ellipse,B,-0.457289,4,1,3,1,7,0.540023,1
6,ellipse,B,-0.852062,3,-1,3,1,2,0.442754,-1
6,ellipse,B,0.0927982,6,-1,2,1,3,0.317369,-1
6,ellipse,B,-3.13676,5,-1,2,1,3,0.723435,-1
6,ellipse,B,2.06621,4,-1,2,1,3,0.778649,-1
6,ellipse,B,2.27193,3,-1,2,1,3,0.288056,-1
6,ellipse,B,1.10275,2,-1,2,1,3,0.248625,-1
6,ellipse,B,15.735,6,-1,2,0,3,0.259287,1
6,ellipse,B,-3.47178,2,-1,2,1,3,0.39735,-1
6,ellipse,B,-1.37794,1,-1,2,1,3,0.24197,-1
6,ellipse,B,2.41639,2,-1,2,1,3,0.316662,-1
6,ellipse,B,-2.90813,5,-1,2,1,3,0.29191,-1
6,ellipse,B,10.7687,1,-1,2,0,3,0.316574,1
6,ellipse,B,-0.434409,2,-1,2,1,3,0.531986,-1
6,ellipse,B,0.787746,4,-1,2,0,3,0.563275,1
6,ellipse,B,4.36364,1,1,3,1,7,0.609154,1
6,ellipse,B,1.06103,4,-1,2,1,3,0.413223,-1
6,ellipse,B,-21.1508,5,-1,3,0,2,0.369159,1
6,ellipse,B,1.32723,6,-1,2,1,3,0.390557,-1
6,ellipse,B,-2.7969,2,-1,2,1,3,0.395082,-1
6,ellipse,B,0.521201,5,-1,2,1,3,0.399859,-1
6,ellipse,B,0.134486,5,-1,2,0,3,0.371865,1
6,ellipse,B,2.16691,6,-1,2,1,3,0.265139,-1
6,ellipse,B,11.4748,4,-1,2,0,3,0.000130213,1
6,ellipse,B,2.76777,5,1,3,1,7,0.279105,1
6,ellipse,B,-11.4676,2,-1,2,0,3,0.000301478,1
6,ellipse,B,-1.58113,2,1,3,0,7,0.260482,-1
6,ellipse,B,11.7841,4,1,3,1,7,0.366439,1
6,ellipse,B,-2.92599,4,-1,2,1,3,0.307725,-1
6,ellipse,B,-1.71637,4,-1,2,1,3,0.443788,-1
6,ellipse,B,-21.289,4,1,3,1,7,0.41443,1
6,ellipse,B,0.684824,3,1,2,0,6,0.482309,-1
6,ellipse,B,1.79165,5,-1,2,1,3,1.66773,-1
6,ellipse,B,0.204487,1,-1,2,1,3,0.388996,-1
6,ellipse,B,-21.7807,5,1,4,1,8,0.505677,1
6,ellipse,B,-1.73762,2,-1,2,1,3,0.505664,-1
6,ellipse,B,-4.10195,2,-1,2,0,3,0.441702,1
6,ellipse,B,0.695343,5,-1,2,1,3,0.364255,-1
6,ellipse,B,-5.98701,1,-1,2,0,3,0.530307,1
6,ellipse,B,-5.22641,6,-1,2,0,3,0.417679,1
6,ellipse,B,12.6075,1,1,4,1,8,0.45292,1
6,ellipse,B,-5.72548,5,-1,2,1,3,0.486905,-1
6,ellipse,B,-21.9749,4,1,4,1,8,0.375576,1
6,ellipse,B,0.783293,1,-1,2,0,3,0.412894,1
6,ellipse,B,1.11283,3,-1,3,1,2,0.384806,-1
6,ellipse,B,2.63998,6,-1,3,0,2,0.405545,1
6,ellipse,B,-1.19563,6,-1,3,1,2,0.505528,-1
6,ellipse,B,1.83184,5,-1,2,1,3,0.249499,-1
6,ellipse,B,-1.47061,4,-1,3,1,2,0.148212,-1
6,ellipse,B,-3.53413,1,-1,4,0,1,0.59476,1
6,ellipse,B,8.61986,5,-1,3,1,2,0.303564,-1
7,grate,A,-1.61594,5,1,1,0,5,1.13941,-1
7,grate,A,5.33043,5,1,2,1,6,0.761106,1
7,grate,A,-1.36777,2,1,1,1,5,2.75054,1
7,grate,A,-0.239138,6,1,1,1,5,9.68346,1
7,grate,A,-3.75265,5,1,2,1,6,1.0277,1
7,grate,A,2.93649,2,1,3,1,7,1.42267,1
7,grate,A,2.08898,6,-1,1,0,4,1.25707,1
7,grate,A,-0.782228,4,1,1,0,5,0.746708,-1
7,grate,A,2.18253,4,-1,1,1,4,0.864659,-1
7,grate,A,-6.1029,5,-1,2,1,3,0.784817,-1
7,grate,A,8.18125,3,1,2,1,6,1.34918,1
7,grate,A,12.1125,4,1,2,1,6,0.690452,1
7,grate,A,1.61037,1,1,3,1,7,0.922581,1
7,grate,A,-5.4328,3,-1,2,1,3,0.969189,-1
7,grate,A,0.294898,4,-1,2,0,3,0.549857,1
7,grate,A,-17.3008,6,1,1,0,5,0.802877,-1
7,grate,A,-2.27465,4,1,1,0,5,0.630557,-1
7,grate,A,-12.2763,3,-1,3,1,2,0.609163,-1
7,grate,A,6.33915,5,-1,2,0,3,0.892426,1
7,grate,A,9.46195,3,1,3,1,7,1.00438,1
7,grate,A,-4.3919,2,-1,3,1,2,0.983705,-1
7,grate,A,-18.0075,6,1,1,0,5,0.803386,-1
7,grate,A,-0.763901,6,-1,1,0,4,0.663043,1
7,grate,A,1.62799,3,-1,2,0,3,0.848045,1
7,grate,A,-5.73654,6,-1,1,1,4,1.04164,-1
7,grate,A,12.8805,5,1,1,1,5,0.427285,1
7,grate,A,3.03312,3,1,2,1,6,0.494362,1
7,grate,A,-3.85682,1,-1,3,1,2,0.893959,-1
7,grate,A,8.51586,3,1,3,1,7,0.702209,1
7,grate,A,-0.668889,1,-1,3,1,2,1.1089,-1
7,grate,A,-5.67777,4,-1,2,1,3,0.668204,-1
7,grate,A,2.00769,4,1,1,1,5,0.884627,1
7,grate,A,6.03196,6,-1,1,0,4,0.740857,1
7,grate,A,5.71936,2,1,1,1,5,0.714901,1
7,grate,A,1.30502,4,-1,1,0,4,0.577616,1
7,grate,A,3.61606,2,1,1,1,5,0.525859,1
7,grate,A,18.8532,1,1,2,1,6,0.812462,1
7,grate,A,-2.91037,3,-1,2,1,3,0.83214,-1
7,grate,A,0.210692,4,-1,1,1,4,0.738075,-1
7,grate,A,9.09568,6,-1,1,0,4,0.599989,1
7,grate,A,8.44027,5,-1,1,0,4,0.483439,1
7,grate,A,-2.21411,2,-1,2,1,3,1.10699,-1
7,grate,A,-4.30279,2,-1,3,1,2,0.666757,-1
7,grate,A,-7.09737,1,-1,3,1,2,0.626953,-1
7,grate,A,-2.31124,6,-1,1,1,4,0.894042,-1
7,grate,A,1.32587,3,1,1,1,5,0.797963,1
7,grate,A,5.70241,4,1,1,1,5,0.721275,1
7,grate,A,1.7815,3,1,1,0,5,0.647686,-1
7,grate,A,-4.28173,3,-1,2,1,3,0.820549,-1
7,grate,A,-0.798481,2,-1,2,0,3,0.679201,1
7,grate,A,0.323311,2,-1,2,0,3,0.447483,1
7,grate,A,11.6444,6,1,1,1,5,0.993142,1
7,grate,A,1.50644,2,-1,1,1,4,0.684806,-1
7,grate,A,-1.60165,3,-1,1,1,4,0.596808,-1
7,grate,A,9.83759,3,1,1,1,5,0.416713,1
7,grate,A,-1.64206,3,1,1,0,5,0.531755,-1
7,grate,A,0.727087,5,-1,1,0,4,0.689755,1
7,grate,A,-4.66786,6,1,1,1,5,0.505454,1
7,grate,A,12.8646,3,1,3,1,7,0.921029,1
7,grate,A,9.54164,2,1,3,1,7,0.535725,1
7,grate,A,-16.0343,2,-1,4,1,1,0.693747,-1
7,grate,A,1.78534,4,-1,3,1,2,0.829759,-1
7,grate,A,-8.7817,3,-1,3,1,2,0.848304,-1
7,grate,A,0.723216,1,1,2,0,6,0.7053,-1
7,grate,A,-12.1791,5,1,1,0,5,0.712752,-1
7,grate,A,9.44522,5,1,1,1,5,0.431977,1
7,grate,A,-9.9658,2,-1,4,1,1,1.10623,-1
7,grate,A,4.13818,5,1,3,1,7,1.49756,1
7,grate,A,-5.90937,2,-1,4,1,1,1.20157,-1
7,grate,A,-3.26718,5,1,3,1,7,0.612772,1
7,grate,A,7.76171,5,-1,2,0,3,0.736199,1
7,grate,A,11.0688,1,1,4,1,8,0.757468,1
7,grate,A,5.57917,4,-1,1,0,4,0.858446,1
7,grate,A,-2.38177,5,1,1,0,5,0.635814,-1
7,grate,A,5.02469,6,-1,1,0,4,0.646111,1
7,grate,A,6.63283,5,1,1,1,5,1.00808,1
7,grate,A,2.47758,6,1,1,0,5,0.523358,-1
7,grate,A,5.93342,2,1,3,1,7,1.1617,1
7,grate,A,1.1258,6,1,1,1,5,1.00697,1
7,grate,A,4.3432,3,1,1,1,5,0.61836,1
7,grate,A,2.22746,4,-1,1,1,4,0.981448,-1
7,grate,A,5.73914,1,1,3,1,7,0.864979,1
7,grate,A,1.97459,2,-1,2,0,3,1.07359,1
7,grate,A,-12.7146,4,-1,4,1,1,1.22656,-1
7,grate,A,10.8671,3,1,3,1,7,0.716893,1
7,grate,A,10.302,6,-1,3,0,2,0.883591,1
7,grate,A,-8.08591,1,-1,4,1,1,0.643842,-1
7,grate,A,-14.6369,1,-1,4,1,1,0.541943,-1
7,grate,A,-9.94194,1,-1,4,1,1,0.571796,-1
7,grate,A,2.76721,6,1,1,0,5,0.776191,-1
7,grate,A,0.552788,5,1,1,0,5,0.620857,-1
7,grate,A,1.70491,3,1,1,1,5,1.78373,1
7,grate,A,2.15193,4,1,1,0,5,0.931719,-1
7,grate,A,-5.34753,2,-1,3,1,2,1.26576,-1
7,grate,A,3.69632,2,1,2,1,6,1.12245,1
7,grate,A,-8.42273,1,-1,3,1,2,0.95246,-1
7,grate,A,-4.14377,5,1,1,0,5,0.62963,-1
7,grate,A,1.64472,2,-1,2,0,3,0.736245,1
7,grate,A,2.11541,1,-1,3,0,2,1.06145,1
7,grate,A,3.67526,6,1,1,1,5,1.05465,1
7,grate,A,8.77787,5,1,3,1,7,0.727967,1
7,grate,A,14.5843,5,1,1,1,5,0.702907,1
7,grate,A,-6.93268,5,1,1,0,5,1.17386,-1
7,grate,A,2.38688,2,-1,1,1,4,1.01876,-1
7,grate,A,3.70724,4,-1,1,0,4,0.54947,1
7,grate,A,15.1177,3,1,2,1,6,1.52236,1
7,grate,A,2.41971,5,1,1,0,5,0.633114,-1
7,grate,A,-12.2587,1,-1,2,1,3,0.819347,-1
7,grate,A,9.39922,6,-1,1,0,4,1.17409,1
7,grate,A,6.97371,1,1,2,1,6,0.825934,1
7,grate,A,-5.23637,2,-1,2,1,3,1.32462,-1
7,grate,A,-8.6378,4,-1,2,1,3,0.971086,-1
7,grate,A,0.241347,6,-1,2,1,3,1.04789,-1
7,grate,A,4.0786,1,1,2,1,6,0.976884,1
7,grate,A,2.07692,2,1,2,1,6,1.34156,1
7,grate,A,5.12142,5,1,1,1,5,0.827926,1
7,grate,A,-1.55473,3,1,2,0,6,1.98254,-1
7,grate,A,5.50543,1,1,3,1,7,1.82537,1
7,grate,A,2.21661,2,-1,2,1,3,1.21251,-1
7,grate,A,-6.94501,5,-1,1,1,4,0.94381,-1
7,grate,A,-0.601293,6,-1,1,1,4,4.6854,-1
7,grate,A,4.79962,5,1,1,1,5,0.773746,1
7,grate,A,2.73013,2,1,1,1,5,0.682093,1
7,grate,A,-8.05142,6,-1,1,1,4,0.62631,-1
7,grate,A,16.4862,3,1,2,1,6,0.876979,1
7,grate,A,-9.78542,1,-1,4,1,1,1.34095,-1
7,grate,A,8.253,1,1,4,1,8,0.49032,1
7,grate,A,-5.13992,1,-1,4,1,1,0.505895,-1
7,grate,A,7.60949,5,1,2,1,6,1.11362,1
7,grate,A,4.48455,1,1,2,1,6,0.68894,1
7,grate,A,0.631018,4,-1,1,1,4,0.632645,-1
7,grate,A,-8.29025,2,-1,3,1,2,1.7788,-1
7,grate,A,-4.12591,4,-1,1,1,4,1.10362,-1
7,grate,A,4.7739,2,1,3,1,7,1.04677,1
7,grate,A,7.43561,4,1,1,1,5,0.704528,1
7,grate,A,8.0718,5,-1,1,0,4,0.679721,1
7,grate,A,-3.07702,5,1,1,0,5,0.544364,-1
7,grate,A,-0.130362,1,1,2,1,6,0.990771,1
7,grate,A,-1.35344,4,1,1,1,5,0.778408,1
7,grate,A,-0.397733,6,-1,1,1,4,0.943057,-1
7,grate,A,-3.03615,5,-1,1,0,4,2.74913,1
7,grate,A,1.36411,5,1,1,0,5,0.706291,-1
7,grate,A,2.48625,1,1,2,1,6,0.729994,1
7,grate,A,7.88579,1,1,3,1,7,0.864612,1
7,grate,A,1.02884,1,1,2,0,6,4.4049,-1
7,grate,A,-2.39938,6,-1,1,1,4,0.68033,-1
7,grate,A,-2.29305,3,1,1,0,5,0.640965,-1
7,grate,A,-10.5784,5,-1,1,1,4,0.683027,-1
7,grate,A,1.06608,3,1,1,1,5,0.402919,1
7,grate,A,-2.5607,2,1,1,0,5,0.422305,-1
7,grate,A,6.03337,1,1,1,1,5,0.584898,1
7,grate,A,1.41931,5,-1,1,0,4,0.468871,1
7,grate,A,6.36648,2,1,2,1,6,0.549499,1
7,grate,A,-4.97309,2,-1,2,1,3,1.37872,-1
7,grate,A,5.9815,4,1,1,1,5,0.623554,1
7,grate,A,-11.0044,6,1,1,0,5,0.506125,-1
7,grate,A,2.28556,5,1,1,1,5,0.825419,1
7,grate,A,7.66207,3,1,1,1,5,0.556145,1
7,grate,A,6.86418,1,1,2,0,6,1.17742,-1
7,grate,A,0.110013,4,1,1,0,5,0.510197,-1
7,grate,A,-14.4349,1,-1,2,1,3,0.757195,-1
7,grate,A,-2.99374,3,-1,2,1,3,0.909288,-1
7,grate,A,3.327,2,1,2,1,6,0.796655,1
7,grate,A,3.30467,3,1,2,1,6,1.10464,1
7,grate,A,-2.21349,2,-1,2,0,3,1,1
7,grate,A,-7.02502,6,-1,1,1,4,0.72333,-1
7,grate,A,10.07,2,1,2,1,6,1.33797,1
7,grate,A,-1.08983,4,-1,1,1,4,0.775919,-1
7,grate,A,-6.49113,4,-1,2,1,3,1.00457,-1
7,grate,A,2.43919,3,-1,2,0,3,0.871938,1
7,grate,A,11.0058,5,-1,2,0,3,1.62456,1
7,grate,A,8.61812,4,1,2,1,6,0.827102,1
7,grate,A,8.45625,6,-1,1,0,4,1.00582,1
7,grate,A,8.12016,3,1,3,1,7,0.889269,1
7,grate,A,0.131987,1,-1,3,0,2,1.08057,1
7,grate,A,-2.31627,3,-1,2,1,3,0.78511,-1
7,grate,A,-3.75533,6,1,1,0,5,0.645114,-1
7,grate,A,4.71208,1,1,3,0,7,0.943118,-1
7,grate,A,6.32328,4,-1,1,0,4,0.829055,1
7,grate,A,6.24473,2,1,2,1,6,0.783618,1
7,grate,A,0.869338,5,-1,1,0,4,0.659639,1
7,grate,A,13.879,2,1,2,1,6,0.716908,1
7,grate,A,7.32912,1,1,3,1,7,0.691643,1
7,grate,A,0.357139,4,-1,1,1,4,0.731604,-1
7,grate,A,-9.06677,3,-1,2,1,3,0.76965,-1
7,grate,A,0.581816,3,1,1,1,5,1.03006,1
7,grate,A,-0.994493,5,1,1,1,5,0.576943,1
7,grate,A,-2.9035,4,1,1,0,5,0.605499,-1
7,grate,A,-8.08339,6,-1,1,1,4,0.600936,-1
7,grate,A,3.96132,5,-1,1,0,4,0.628246,1
7,grate,A,-2.02276,3,-1,2,1,3,1.23089,-1
7,grate,A,10.7447,5,1,1,1,5,0.65685,1
7,grate,A,0.292202,6,1,1,1,5,0.716765,1
7,grate,A,-11.0891,6,1,2,0,6,0.579455,-1
7,grate,A,-7.90079,1,-1,2,1,3,0.815978,-1
7,grate,A,-2.76049,1,-1,3,1,2,0.722768,-1
7,grate,A,8.00923,1,1,3,1,7,0.777384,1
7,grate,A,3.8245,2,-1,1,0,4,0.717983,1
7,grate,A,3.23034,4,1,1,0,5,0.516588,-1
7,grate,A,5.72685,1,1,2,1,6,0.610684,1
7,grate,A,-9.10969,3,-1,2,1,3,0.78189,-1
7,grate,A,6.79792,1,1,3,1,7,0.785849,1
7,grate,A,3.26567,3,1,2,0,6,1.09381,-1
7,grate,A,1.6114,2,1,1,1,5,1.45383,1
7,grate,A,7.22629,5,1,1,1,5,0.471251,1
7,grate,A,-3.21095,1,-1,2,0,3,0.90386,1
7,grate,A,-8.21309,2,-1,3,1,2,0.567175,-1
7,grate,A,-4.99585,1,-1,4,1,1,1.01187,-1
7,grate,A,2.6419,3,1,2,1,6,1.16713,1
7,grate,A,-0.183948,5,1,1,1,5,0.723823,1
7,grate,A,-5.31305,1,-1,3,1,2,0.682478,-1
7,grate,A,0.262413,4,-1,2,0,3,0.898427,1
7,grate,A,-3.38791,4,-1,3,1,2,1.02567,-1
7,grate,A,0.734073,5,-1,2,0,3,0.700308,1
7,grate,A,2.62628,2,-1,3,0,2,0.67566,1
7,grate,A,-0.785646,3,-1,2,0,3,0.748304,1
7,grate,A,4.91797,4,-1,2,1,3,0.753751,-1
7,grate,A,-1.66499,4,-1,1,0,4,0.51901,1
7,grate,A,13.2109,4,-1,1,0,4,0.629796,1
7,grate,A,-6.35313,2,-1,1,1,4,2.20818,-1
7,grate,A,13.1683,2,1,2,1,6,0.955578,1
7,grate,A,0.627671,1,-1,2,1,3,0.969004,-1
7,grate,A,-17.6575,5,1,1,0,5,1.15762,-1
7,grate,A,-8.4041,4,1,1,0,5,0.730971,-1
7,grate,A,4.0256,3,1,1,1,5,0.976817,1
7,grate,A,8.82112,6,-1,1,0,4,0.733507,1
7,grate,A,12.4746,2,1,3,1,7,0.835752,1
7,grate,A,-4.29887,3,-1,3,1,2,0.565453,-1
7,grate,A,4.10568,3,1,3,1,7,0.498129,1
7,grate,A,0.755529,4,-1,3,0,2,1.20156,1
7,grate,A,6.71346,3,1,3,1,7,1.4287,1
7,grate,A,-19.4942,3,-1,3,1,2,0.959344,-1
7,grate,A,-2.09685,6,1,1,0,5,0.748808,-1
7,grate,A,8.93159,5,-1,1,0,4,0.834091,1
7,grate,A,-16.9443,5,1,1,0,5,0.788005,-1
7,grate,A,-7.16452,4,-1,1,0,4,0.567954,1
7,grate,A,-8.9597,4,-1,1,1,4,1.47653,-1
7,grate,A,-0.834744,3,-1,3,1,2,0.973248,-1
7,grate,A,-0.128751,1,-1,3,1,2,0.905878,-1
7,grate,A,-7.46135,1,-1,3,1,2,1.44848,-1
7,grate,A,4.12153,6,1,1,0,5,0.493786,-1
7,grate,A,-2.06663,3,1,1,1,5,0.413836,1
7,grate,A,-8.90276,6,1,1,0,5,0.449227,-1
7,grate,A,2.43772,6,1,1,1,5,0.658558,1
7,grate,A,2.48647,3,1,2,1,6,0.715745,1
7,grate,A,-0.550927,6,-1,1,0,4,0.722468,1
7,grate,A,-0.478761,1,-1,2,0,3,0.66439,1
7,grate,A,-1.33576,4,-1,1,1,4,0.625031,-1
7,grate,A,-1.62772,6,-1,1,1,4,0.555717,-1
7,grate,A,-6.06935,2,-1,2,1,3,0.569115,-1
7,grate,A,9.26386,1,1,2,1,6,0.613798,1
7,grate,A,6.32826,6,-1,2,0,3,0.784962,1
7,grate,A,-13.6162,2,-1,3,1,2,0.708927,-1
7,grate,A,0.367431,6,1,1,1,5,0.684304,1
7,grate,A,-6.66202,3,-1,1,0,4,0.56427,1
7,grate,A,-0.877602,4,-1,1,1,4,0.992947,-1
7,grate,A,5.59768,1,1,2,1,6,0.700995,1
7,grate,A,-1.18938,3,-1,1,1,4,0.532268,-1
7,grate,A,-5.69633,3,-1,2,0,3,0.770315,1
7,grate,A,2.28148,4,-1,1,0,4,0.598829,1
7,grate,A,-2.14779,5,-1,2,1,3,0.642049,-1
7,grate,A,0.793665,4,-1,1,0,4,1.51618,1
7,grate,A,5.51329,3,1,2,0,6,1.36274,-1
7,grate,A,5.41848,3,1,2,1,6,0.624099,1
7,grate,A,-6.9179,5,-1,1,1,4,0.650726,-1
7,grate,A,13.9244,2,1,3,1,7,0.980457,1
7,grate,A,6.21591,2,1,3,1,7,0.720292,1
7,grate,A,-10.331,2,-1,3,1,2,0.759046,-1
7,grate,A,2.76174,6,-1,2,0,3,0.76405,1
7,grate,A,-2.4215,4,-1,1,1,4,0.880628,-1
7,grate,A,-2.41718,5,-1,1,1,4,0.881038,-1
7,grate,A,4.68746,3,1,3,1,7,0.76902,1
7,grate,A,-4.85857,6,1,1,0,5,1.26929,-1
7,grate,A,-1.73043,2,1,2,0,6,1.15791,-1
7,grate,A,-4.79613,3,-1,2,1,3,0.843285,-1
7,grate,A,4.85277,5,-1,1,0,4,0.621566,1
7,grate,A,-1.95505,5,-1,1,0,4,1.94421,1
7,grate,A,4.7815,5,-1,1,0,4,0.702219,1
7,grate,A,-15.4658,5,1,1,0,5,0.597443,-1
7,grate,A,-9.30046,5,1,1,0,5,0.577447,-1
7,grate,A,2.85216,5,1,1,0,5,0.493777,-1
7,grate,A,-4.66201,5,-1,1,1,4,0.573825,-1
7,grate,A,-1.80841,2,-1,3,1,2,0.922444,-1
7,grate,A,-7.86573,5,-1,2,1,3,0.857459,-1
7,grate,A,-0.42558,6,-1,1,1,4,0.698543,-1
7,grate,A,7.96069,6,-1,1,0,4,0.577659,1
7,grate,A,-3.98603,1,-1,3,1,2,0.942763,-1
7,grate,A,3.45772,3,-1,2,0,3,0.716399,1
7,grate,A,-3.78963,6,-1,1,1,4,3.57277,-1
7,grate,A,7.58604,5,1,1,1,5,0.729449,1
7,grate,A,11.0306,6,1,1,1,5,0.528526,1
7,grate,A,-6.20267,6,1,1,1,5,0.43121,1
7,grate,A,3.68941,4,1,1,1,5,0.769223,1
7,grate,A,11.2885,4,-1,1,0,4,0.693404,1
7,grate,A,-5.98337,2,-1,2,1,3,1.42179,-1
7,grate,A,4.9707,4,1,2,1,6,0.760086,1
7,grate,A,11.0044,3,1,2,1,6,0.605467,1
7,grate,A,-1.49745,4,-1,1,0,4,0.840996,1
7,grate,A,-3.10713,1,1,3,0,7,0.794452,-1
7,grate,A,1.89644,2,1,1,1,5,0.606417,1
7,grate,A,3.37897,3,1,1,0,5,0.569591,-1
7,grate,A,2.37014,1,1,2,1,6,0.645904,1
7,grate,A,7.73832,2,1,2,1,6,0.816312,1
7,grate,A,-0.17348,4,1,1,0,5,0.658982,-1
7,grate,A,3.34867,1,-1,2,1,3,0.651998,-1
7,grate,A,4.78109,1,1,1,1,5,1.12552,1
7,grate,A,9.76077,2,1,1,1,5,0.748203,1
7,grate,A,0.937603,2,-1,2,0,3,0.737209,1
7,grate,A,-0.076617,5,-1,1,0,4,0.631514,1
7,grate,A,-2.96699,5,-1,1,0,4,0.817593,1
7,grate,A,-2.94178,5,-1,2,1,3,0.755942,-1
7,grate,A,3.69432,3,-1,1,0,4,0.697138,1
7,grate,A,-11.4,2,-1,2,1,3,0.785416,-1
7,grate,A,5.41667,6,-1,2,0,3,1.06149,1
7,grate,A,-13.8429,5,-1,1,1,4,1.32646,-1
7,grate,A,-1.44119,4,-1,1,1,4,0.74908,-1
7,grate,A,-2.00085,3,1,1,0,5,1.13875,-1
