subject,stimtype,task,s,contrast_id,Chat,g,tf,resp,rt,C
4,grate,B,-7.61173,5,-1,1,0,4,0.253276,1
4,grate,B,10.1325,3,-1,4,0,1,0.774834,1
4,grate,B,-0.586485,2,-1,1,1,4,0.347699,-1
4,grate,B,-0.713526,2,-1,1,1,4,0.272759,-1
4,grate,B,8.0772,2,-1,1,0,4,0.489545,1
4,grate,B,-0.712794,1,-1,4,0,1,0.760696,1
4,grate,B,0.416187,1,-1,4,0,1,0.445316,1
4,grate,B,-2.44357,1,-1,4,0,1,0.33534,1
4,grate,B,-16.1441,2,1,3,1,7,0.837368,1
4,grate,B,9.01657,4,1,1,1,5,0.615301,1
4,grate,B,-17.422,1,1,3,1,7,0.897884,1
4,grate,B,0.0772372,4,1,1,0,5,0.449314,-1
4,grate,B,-1.17334,2,1,1,0,5,0.37064,-1
4,grate,B,1.15157,2,1,1,0,5,0.455204,-1
4,grate,B,-3.02679,2,1,1,0,5,0.26462,-1
4,grate,B,1.23723,6,1,1,0,5,0.241226,-1
4,grate,B,2.6375,6,1,1,0,5,0.186917,-1
4,grate,B,-3.09157,1,1,1,0,5,0.230509,-1
4,grate,B,7.16205,5,1,1,1,5,0.321251,1
4,grate,B,7.03405,1,-1,2,0,3,1.12699,1
4,grate,B,1.68765,5,-1,1,0,4,0.637592,1
4,grate,B,-1.8599,3,-1,1,0,4,0.311821,1
4,grate,B,-2.39322,3,-1,1,1,4,0.57577,-1
4,grate,B,-2.17554,2,-1,1,1,4,0.636119,-1
4,grate,B,-2.52456,2,-1,1,1,4,0.406427,-1
4,grate,B,4.21119,2,-1,1,1,4,0.249431,-1
4,grate,B,-2.31662,3,-1,1,1,4,0.307016,-1
4,grate,B,2.83555,4,-1,1,1,4,0.266148,-1
4,grate,B,18.0666,4,-1,1,0,4,0.21109,1
4,grate,B,-20.111,4,-1,1,0,4,0.478095,1
4,grate,B,3.04439,6,-1,1,1,4,0.222825,-1
4,grate,B,-4.63657,1,-1,1,0,4,0.185011,1
4,grate,B,-0.816246,1,-1,1,0,4,0.50039,1
4,grate,B,4.62478,5,-1,1,1,4,0.339602,-1
4,grate,B,-17.4727,2,1,2,1,6,0.873621,1
4,grate,B,15.8807,4,1,1,1,5,0.537974,1
4,grate,B,-11.1106,2,1,2,1,6,0.840231,1
4,grate,B,-0.432862,4,1,1,0,5,0.554298,-1
4,grate,B,2.80419,4,1,1,0,5,0.487559,-1
4,grate,B,-16.0513,3,-1,4,0,1,1.11121,1
4,grate,B,4.04953,1,1,3,0,7,1.2142,-1
4,grate,B,-3.5997,4,1,1,0,5,0.513473,-1
4,grate,B,-0.0960851,2,-1,1,1,4,0.608674,-1
4,grate,B,27.016,2,1,4,1,8,0.636098,1
4,grate,B,-0.903299,4,1,1,0,5,0.454103,-1
4,grate,B,11.5133,6,1,1,1,5,0.327368,1
4,grate,B,-2.78116,4,1,1,0,5,0.238099,-1
4,grate,B,0.744969,4,1,1,1,5,0.248027,1
4,grate,B,-17.3366,6,1,1,1,5,0.225428,1
4,grate,B,0.180669,5,1,1,0,5,0.219991,-1
4,grate,B,-2.45844,4,1,1,1,5,0.198826,1
4,grate,B,15.0157,5,1,1,1,5,0.193825,1
4,grate,B,-8.2524,4,1,1,1,5,0.157741,1
4,grate,B,-16.0934,2,1,3,1,7,1.40331,1
4,grate,B,20.606,4,1,2,1,6,0.790818,1
4,grate,B,-3.4863,5,1,1,1,5,0.506659,1
4,grate,B,-20.4264,1,1,4,1,8,1.00192,1
4,grate,B,-1.66262,6,1,1,1,5,0.469192,1
4,grate,B,-2.25847,4,1,1,1,5,0.309893,1
4,grate,B,10.4249,1,1,3,1,7,0.700673,1
4,grate,B,-0.0862447,2,-1,4,1,1,1.10782,-1
4,grate,B,-16.3512,6,-1,1,0,4,0.47518,1
4,grate,B,-2.70626,4,-1,1,1,4,0.36349,-1
4,grate,B,12.0867,1,1,3,1,7,1.64786,1
4,grate,B,-14.057,6,1,1,1,5,0.625043,1
4,grate,B,-0.218285,2,1,1,0,5,0.523471,-1
4,grate,B,-14.5476,2,1,2,1,6,1.83436,1
4,grate,B,-7.26365,1,1,3,0,7,1.50774,-1
4,grate,B,-8.40226,4,1,1,1,5,0.506805,1
4,grate,B,-8.55713,3,1,1,1,5,0.602281,1
4,grate,B,-3.06048,2,-1,1,1,4,1.57522,-1
4,grate,B,5.52793,1,1,2,0,6,0.987178,-1
4,grate,B,0.513954,1,-1,3,1,2,1.38243,-1
4,grate,B,-14.9246,4,1,1,1,5,1.04244,1
4,grate,B,-3.16706,2,-1,1,1,4,0.714467,-1
4,grate,B,-6.99545,1,1,3,1,7,1.04303,1
4,grate,B,-12.2197,2,1,4,1,8,0.972805,1
4,grate,B,-1.30862,4,-1,1,1,4,2.40943,-1
4,grate,B,-3.39243,2,-1,1,1,4,0.653098,-1
4,grate,B,0.435655,2,-1,4,1,1,0.854337,-1
4,grate,B,-11.036,3,1,2,1,6,0.823409,1
4,grate,B,-3.80253,1,-1,4,1,1,1.08159,-1
4,grate,B,34.1592,4,1,4,1,8,0.721461,1
4,grate,B,-11.9787,5,1,1,1,5,2.12019,1
4,grate,B,11.1483,2,1,3,1,7,1.1429,1
4,grate,B,1.13722,3,1,2,0,6,0.892533,-1
4,grate,B,-0.152806,2,-1,4,1,1,0.860867,-1
4,grate,B,-3.8512,1,-1,4,0,1,0.637235,1
4,grate,B,2.36426,3,-1,4,1,1,0.583509,-1
4,grate,B,0.0886297,4,-1,1,1,4,0.64339,-1
4,grate,B,7.50278,1,1,4,1,8,0.716835,1
4,grate,B,-4.84953,4,1,1,0,5,0.435493,-1
4,grate,B,1.70983,4,1,1,0,5,0.45323,-1
4,grate,B,1.93618,5,1,1,1,5,0.246894,1
4,grate,B,-8.82852,4,1,1,1,5,0.560503,1
4,grate,B,1.83875,5,1,2,1,6,1.54975,1
4,grate,B,2.07946,5,1,1,0,5,0.579419,-1
4,grate,B,-2.04722,5,1,1,0,5,0.527817,-1
4,grate,B,-30.079,6,1,1,1,5,0.382674,1
4,grate,B,2.14044,6,1,1,0,5,0.274388,-1
4,grate,B,7.69436,6,1,1,1,5,0.347459,1
4,grate,B,-2.29055,5,1,1,1,5,0.30534,1
4,grate,B,-9.56606,4,1,1,1,5,0.296364,1
4,grate,B,8.14248,2,1,2,1,6,1.16841,1
4,grate,B,9.46101,3,1,3,1,7,0.83733,1
4,grate,B,-5.24466,1,-1,4,1,1,0.598238,-1
4,grate,B,28.2249,3,1,4,1,8,0.609893,1
4,grate,B,4.97346,5,1,2,1,6,0.717271,1
4,grate,B,2.18473,1,-1,4,1,1,0.803205,-1
4,grate,B,-10.7864,4,1,1,1,5,0.630504,1
4,grate,B,-4.45666,5,1,1,0,5,0.289148,-1
4,grate,B,-1.9485,6,1,1,0,5,0.264831,-1
4,grate,B,-1.08848,4,1,1,0,5,0.497848,-1
4,grate,B,1.79691,3,1,1,0,5,0.561063,-1
4,grate,B,2.40481,2,-1,4,1,1,0.622397,-1
4,grate,B,0.347387,6,1,1,0,5,0.569062,-1
4,grate,B,-0.597314,1,-1,4,1,1,0.548677,-1
4,grate,B,0.616305,3,-1,1,1,4,0.546351,-1
4,grate,B,-4.64275,4,-1,1,0,4,0.577643,1
4,grate,B,-12.4569,3,-1,1,0,4,0.622,1
4,grate,B,-0.552699,2,-1,1,1,4,0.50493,-1
4,grate,B,0.943531,2,-1,1,1,4,0.472186,-1
4,grate,B,3.69887,6,-1,1,1,4,0.408728,-1
4,grate,B,2.35376,3,-1,1,1,4,0.283996,-1
4,grate,B,15.778,4,-1,1,0,4,0.291995,1
4,grate,B,-20.6709,5,-1,1,0,4,0.251949,1
4,grate,B,0.17139,2,-1,1,1,4,0.469658,-1
4,grate,B,5.20634,4,-1,1,0,4,0.325907,1
4,grate,B,3.83368,3,-1,1,1,4,0.284802,-1
4,grate,B,-3.11525,5,-1,1,1,4,0.260576,-1
4,grate,B,4.89209,6,-1,1,1,4,0.222103,-1
4,grate,B,0.0343994,6,-1,1,0,4,0.328835,1
4,grate,B,-10.26,5,-1,1,0,4,0.207496,1
4,grate,B,-11.5167,1,-1,1,0,4,0.154143,1
4,grate,B,4.5789,4,-1,1,1,4,0.375609,-1
4,grate,B,1.75939,3,-1,1,0,4,0.236106,1
4,grate,B,-6.07132,4,-1,1,1,4,0.389842,-1
4,grate,B,-5.58764,6,-1,1,0,4,0.233798,1
4,grate,B,-3.20237,5,-1,1,0,4,0.244157,1
4,grate,B,-22.7263,2,-1,1,0,4,0.205882,1
4,grate,B,1.94298,3,-1,1,1,4,0.377147,-1
4,grate,B,0.0158725,2,-1,4,1,1,0.941791,-1
4,grate,B,-0.749548,4,-1,1,1,4,0.332061,-1
4,grate,B,2.58164,1,-1,4,1,1,0.481328,-1
4,grate,B,-22.472,5,1,2,1,6,0.576998,1
4,grate,B,-2.30099,3,-1,1,1,4,0.413638,-1
4,grate,B,-3.66638,4,1,1,1,5,0.321023,1
4,grate,B,17.8917,1,1,4,1,8,0.759226,1
4,grate,B,-12.7518,3,1,3,1,7,0.860339,1
4,grate,B,-1.98597,1,-1,4,1,1,0.700792,-1
4,grate,B,-9.08097,2,1,3,1,7,0.548528,1
4,grate,B,-2.92254,3,-1,1,0,4,0.5296,1
4,grate,B,13.1327,4,1,1,1,5,0.608243,1
4,grate,B,-2.58433,1,-1,2,1,3,1.17916,-1
4,grate,B,5.5278,5,-1,1,1,4,0.543767,-1
4,grate,B,-0.018572,6,-1,1,1,4,0.381834,-1
4,grate,B,0.485786,5,-1,1,1,4,0.385556,-1
4,grate,B,-5.54961,2,-1,1,1,4,0.67751,-1
4,grate,B,10.5379,6,-1,1,0,4,0.430466,1
4,grate,B,-0.374163,1,-1,4,1,1,0.672371,-1
4,grate,B,0.629229,5,-1,1,1,4,0.569068,-1
4,grate,B,17.2238,4,-1,1,0,4,0.741516,1
4,grate,B,-3.4384,2,-1,4,0,1,0.747733,1
4,grate,B,-4.13199,4,-1,1,1,4,0.480985,-1
4,grate,B,-4.64495,6,-1,1,0,4,0.352668,1
4,grate,B,-1.37834,1,-1,4,1,1,0.549552,-1
4,grate,B,-1.77693,6,-1,1,0,4,0.513607,1
4,grate,B,0.462011,5,-1,1,1,4,0.304982,-1
4,grate,B,-14.4306,2,1,2,1,6,0.856159,1
4,grate,B,-10.4742,1,1,3,1,7,0.808559,1
4,grate,B,1.83828,5,1,2,0,6,0.732193,-1
4,grate,B,0.821236,4,1,1,1,5,0.562132,1
4,grate,B,-27.1551,6,1,1,1,5,0.367453,1
4,grate,B,25.58,1,-1,4,0,1,1.0274,1
4,grate,B,-0.447292,5,1,1,0,5,0.446105,-1
4,grate,B,-16.8656,5,1,1,1,5,0.320163,1
4,grate,B,1.01329,3,1,1,1,5,0.550747,1
4,grate,B,9.2967,2,1,2,1,6,1.66784,1
4,grate,B,-1.37573,4,1,1,1,5,0.404689,1
4,grate,B,1.12257,2,-1,3,1,2,1.0318,-1
4,grate,B,-5.76058,5,-1,1,0,4,0.945993,1
4,grate,B,-0.934781,1,-1,4,1,1,0.671056,-1
4,grate,B,5.81791,1,-1,4,0,1,0.551006,1
4,grate,B,3.43777,5,-1,1,0,4,0.500497,1
4,grate,B,3.35415,3,-1,1,1,4,0.403655,-1
4,grate,B,12.1451,1,1,3,1,7,1.3023,1
4,grate,B,4.54643,1,-1,2,1,3,1.8132,-1
4,grate,B,-9.2732,2,-1,1,0,4,0.592288,1
4,grate,B,15.9203,2,1,3,1,7,0.732162,1
4,grate,B,-7.13098,4,1,1,1,5,1.12245,1
4,grate,B,7.04522,4,1,1,1,5,0.584901,1
4,grate,B,-5.42005,2,1,2,1,6,0.693121,1
4,grate,B,1.06269,4,1,1,0,5,0.428856,-1
4,grate,B,1.47044,1,-1,4,1,1,0.559048,-1
4,grate,B,-4.63996,5,-1,1,0,4,0.924392,1
4,grate,B,-2.81973,3,-1,1,0,4,0.507072,1
4,grate,B,3.63083,1,-1,1,0,4,0.553683,1
4,grate,B,1.43968,3,-1,1,1,4,0.423175,-1
4,grate,B,7.64109,4,-1,1,1,4,0.393829,-1
4,grate,B,-5.07254,2,-1,1,1,4,0.653392,-1
4,grate,B,0.474343,4,-1,1,1,4,0.518969,-1
4,grate,B,-21.0066,2,1,4,1,8,0.837693,1
4,grate,B,-29.2841,1,1,4,1,8,0.566906,1
4,grate,B,-5.33848,4,1,1,1,5,0.69133,1
4,grate,B,-1.09711,6,1,1,0,5,0.427374,-1
4,grate,B,1.69854,3,1,1,1,5,0.558391,1
4,grate,B,8.89852,4,1,1,1,5,0.667568,1
4,grate,B,10.5829,3,1,2,1,6,0.899973,1
4,grate,B,-3.16756,5,1,1,0,5,0.595549,-1
4,grate,B,7.03867,5,1,1,1,5,0.287291,1
4,grate,B,2.7194,3,1,1,0,5,0.359224,-1
4,grate,B,3.7593,5,1,1,1,5,0.380795,1
4,grate,B,-1.70841,5,1,1,0,5,0.273255,-1
4,grate,B,-2.44891,2,1,1,0,5,0.282182,-1
4,grate,B,-5.38772,5,1,1,0,5,0.573537,-1
4,grate,B,-2.34479,1,-1,4,0,1,1.06537,1
4,grate,B,-1.70074,6,-1,1,1,4,0.530054,-1
4,grate,B,5.07037,2,1,2,1,6,1.05671,1
4,grate,B,-0.0148439,4,-1,1,0,4,0.425994,1
4,grate,B,2.35473,3,1,1,1,5,0.348809,1
4,grate,B,5.55333,4,1,1,1,5,0.29003,1
4,grate,B,4.28657,1,-1,2,1,3,3.44924,-1
4,grate,B,1.35518,6,1,1,1,5,0.498641,1
4,grate,B,-1.09518,5,-1,1,1,4,0.337932,-1
4,grate,B,-2.02911,6,-1,1,1,4,0.26395,-1
4,grate,B,-0.134314,5,-1,1,1,4,0.273324,-1
4,grate,B,-1.14177,2,-1,3,1,2,1.04987,-1
4,grate,B,3.95051,6,-1,1,1,4,0.499249,-1
4,grate,B,0.0797577,5,-1,1,1,4,0.338481,-1
4,grate,B,-6.15603,2,1,4,1,8,1.20849,1
4,grate,B,1.61616,2,-1,4,1,1,2.47571,-1
4,grate,B,3.15139,6,-1,1,0,4,0.700473,1
4,grate,B,-4.34425,3,1,2,0,6,1.84371,-1
4,grate,B,-20.6077,6,1,1,1,5,0.669703,1
4,grate,B,-0.264567,4,1,1,0,5,0.470427,-1
4,grate,B,-6.38484,2,1,3,1,7,2.26303,1
4,grate,B,-0.814685,2,-1,3,1,2,0.88035,-1
4,grate,B,-12.3809,6,-1,1,0,4,0.59239,1
4,grate,B,1.8528,6,-1,1,1,4,0.348418,-1
4,grate,B,-1.76461,4,-1,1,1,4,0.401624,-1
4,grate,B,-0.937017,1,-1,4,0,1,1.2043,1
4,grate,B,-9.59213,5,-1,1,0,4,0.391674,1
4,grate,B,-4.87122,3,1,2,0,6,1.40356,-1
4,grate,B,-6.28796,5,1,1,0,5,0.550984,-1
4,grate,B,1.10832,4,1,1,0,5,0.292225,-1
4,grate,B,-2.86642,2,-1,3,1,2,1.29228,-1
4,grate,B,-3.63838,4,-1,1,1,4,0.332219,-1
4,grate,B,-3.89089,6,-1,1,1,4,0.306189,-1
4,grate,B,7.788,2,1,4,1,8,0.953534,1
4,grate,B,-0.535818,5,1,1,0,5,0.518773,-1
4,grate,B,4.93988,3,1,1,1,5,0.437433,1
4,grate,B,0.648006,2,1,1,0,5,0.263459,-1
4,grate,B,-20.1869,3,1,2,1,6,1.23269,1
4,grate,B,-7.02753,3,1,1,1,5,0.530647,1
4,grate,B,14.6783,2,-1,3,0,2,1.00938,1
4,grate,B,-0.523155,4,1,1,0,5,0.380698,-1
4,grate,B,-10.7662,1,1,4,1,8,0.976619,1
4,grate,B,5.6312,6,1,1,1,5,0.413222,1
4,grate,B,-20.8707,5,1,1,1,5,0.336662,1
4,grate,B,-3.33927,4,1,1,0,5,0.246715,-1
4,grate,B,1.69955,4,1,1,0,5,0.336759,-1
4,grate,B,-19.0626,2,1,4,1,8,2.43851,1
4,grate,B,-3.7882,6,-1,1,1,4,0.359186,-1
4,grate,B,-4.35658,4,-1,1,0,4,0.252536,1
4,grate,B,-2.39225,1,-1,4,1,1,0.757161,-1
4,grate,B,-13.5393,3,1,3,1,7,1.03452,1
4,grate,B,1.68708,3,1,1,0,5,0.484587,-1
4,grate,B,-2.25302,5,1,1,0,5,0.276459,-1
4,grate,B,-2.89329,2,-1,2,1,3,1.19717,-1
4,grate,B,-15.2566,4,-1,1,0,4,1.02509,1
4,grate,B,12.554,2,1,4,1,8,2.41168,1
4,grate,B,4.31722,3,1,1,1,5,0.591067,1
4,grate,B,2.44794,2,1,1,1,5,0.65099,1
4,grate,B,7.23388,4,1,1,1,5,0.340418,1
4,grate,B,2.53536,1,1,2,1,6,2.53768,1
4,grate,B,-3.5718,2,-1,1,1,4,1.44762,-1
4,grate,B,8.49525,4,1,2,0,6,1.04099,-1
4,grate,B,2.31906,4,1,1,0,5,0.634928,-1
4,grate,B,-0.812696,1,1,3,1,7,1.04419,1
4,grate,B,-6.22893,3,1,1,1,5,0.510246,1
4,grate,B,-4.35704,5,1,1,1,5,0.317526,1
4,grate,B,17.7904,4,1,2,1,6,0.644298,1
4,grate,B,-4.19969,4,1,1,0,5,0.398233,-1
4,grate,B,-3.22156,3,1,1,0,5,0.433629,-1
4,grate,B,-1.69514,5,1,1,0,5,0.275553,-1
4,grate,B,-11.727,3,1,2,1,6,1.59615,1
4,grate,B,5.42103,5,1,1,0,5,0.320132,-1
4,grate,B,2.67308,2,-1,3,1,2,1.51074,-1
4,grate,B,0.327198,2,-1,4,1,1,1.03799,-1
4,grate,B,15.6969,1,1,4,1,8,0.855417,1
4,grate,B,-11.5144,4,1,1,1,5,1.30472,1
4,grate,B,3.19509,4,1,1,0,5,0.504054,-1
4,grate,B,9.11219,5,1,1,1,5,0.487325,1
4,grate,B,-2.27628,1,-1,4,0,1,0.934638,1
4,grate,B,-2.87895,1,-1,4,1,1,0.61194,-1
4,grate,B,-4.81447,3,-1,1,0,4,0.783309,1
4,grate,B,-1.01553,2,-1,4,0,1,0.451257,1
4,grate,B,6.05135,3,-1,4,0,1,0.532605,1
4,grate,B,-7.50678,1,1,4,1,8,2.00185,1
4,grate,B,0.928547,3,1,1,0,5,0.821203,-1
4,grate,B,5.45065,3,1,1,0,5,0.535966,-1
4,grate,B,-2.89165,6,1,1,0,5,0.773974,-1
4,grate,B,1.33521,1,1,1,0,5,0.665803,-1
4,grate,B,2.11964,6,1,1,0,5,0.962433,-1
4,grate,B,6.03916,5,1,1,0,5,0.351875,-1
4,grate,B,-4.64236,5,1,1,1,5,0.325128,1
4,grate,B,-0.0318423,5,1,1,0,5,0.235805,-1
4,grate,B,-8.7404,1,1,1,1,5,0.229124,1
4,grate,B,-10.6271,4,1,1,1,5,0.575704,1
4,grate,B,0.164561,6,1,1,0,5,0.668431,-1
4,grate,B,2.8697,4,1,1,1,5,0.507746,1
4,grate,B,15.3541,6,1,1,1,5,0.459053,1
4,grate,B,-1.03441,3,1,1,0,5,0.460322,-1
4,grate,B,-0.645712,2,1,1,1,5,0.541715,1
4,grate,B,-0.169532,4,1,1,0,5,0.299645,-1
4,grate,B,-3.02187,4,1,1,0,5,0.25894,-1
4,grate,B,6.74258,4,1,1,1,5,0.252234,1
4,grate,B,8.9886,2,1,2,1,6,2.85341,1
4,grate,B,-1.29954,2,1,1,1,5,0.518785,1
4,grate,B,-1.13814,1,-1,4,1,1,0.612899,-1
4,grate,B,-11.4282,3,1,3,1,7,0.97609,1
4,grate,B,2.17803,5,1,1,0,5,0.556856,-1
4,grate,B,11.6884,3,1,2,1,6,0.794111,1
4,grate,B,4.85788,3,1,1,0,5,0.526136,-1
4,grate,B,1.51246,6,1,1,0,5,0.300817,-1
4,grate,B,-4.0894,1,-1,3,1,2,0.835403,-1
4,grate,B,-2.01201,4,-1,1,1,4,0.517492,-1
4,grate,B,3.01707,1,-1,4,1,1,0.787339,-1
4,grate,B,0.532979,1,-1,4,1,1,1.19068,-1
4,grate,B,-3.62485,3,-1,1,0,4,0.426635,1
4,grate,B,25.1408,5,1,1,1,5,0.653444,1
4,grate,B,25.5209,2,1,4,1,8,1.03058,1
4,grate,B,1.14866,6,1,1,0,5,0.561381,-1
4,grate,B,-16.1322,1,-1,4,0,1,0.621948,1
4,grate,B,2.36568,4,-1,1,1,4,1.03258,-1
4,grate,B,0.177528,6,-1,1,1,4,0.290604,-1
4,grate,B,1.85455,4,-1,1,1,4,0.346559,-1
4,grate,B,-1.03176,4,-1,1,1,4,0.304631,-1
4,grate,B,-0.0272489,2,-1,1,1,4,0.599785,-1
4,grate,B,-6.27961,4,-1,1,0,4,0.323229,1
4,grate,B,3.87533,3,-1,1,1,4,0.217888,-1
4,grate,B,0.95985,5,-1,1,1,4,0.388461,-1
4,grate,B,-16.3792,4,-1,1,0,4,0.568441,1
4,grate,B,14.1763,3,1,1,1,5,1.66916,1
4,grate,B,-7.49236,5,1,1,1,5,0.485809,1
4,grate,B,-1.07463,5,1,1,0,5,0.309832,-1
4,grate,B,0.794984,6,1,1,0,5,0.28494,-1
4,grate,B,2.8729,1,-1,3,1,2,1.04437,-1
4,grate,B,15.471,5,1,2,1,6,1.05437,1
4,grate,B,-12.4943,5,1,1,1,5,0.455728,1
4,grate,B,-4.22196,3,1,1,1,5,0.392983,1
4,grate,B,-1.57062,4,1,1,0,5,0.285117,-1
4,grate,B,-1.39535,4,1,1,0,5,0.373028,-1
4,grate,B,-14.7568,3,1,3,1,7,3.41757,1
4,grate,B,9.40769,1,1,4,1,8,1.41158,1
4,grate,B,2.52594,6,1,1,0,5,0.878876,-1
4,grate,B,-3.60555,2,-1,2,1,3,1.0715,-1
4,grate,B,1.70936,5,-1,1,1,4,0.568259,-1
4,grate,B,-0.61727,2,1,1,0,5,0.896075,-1
4,grate,B,4.49603,4,1,1,0,5,1.23214,-1
4,grate,B,3.73127,6,-1,1,1,4,0.690088,-1
4,grate,B,0.0853478,3,-1,1,1,4,0.410137,-1
4,grate,B,-11.5689,4,-1,1,0,4,0.349415,1
4,grate,B,-13.016,6,-1,1,0,4,0.290766,1
4,grate,B,-4.80466,2,1,2,0,6,1.16274,-1
4,grate,B,1.83992,6,1,1,0,5,0.559898,-1
4,grate,B,-2.81992,2,-1,2,0,3,1.08536,1
4,grate,B,-2.28536,4,-1,1,0,4,0.325424,1
4,grate,B,-3.15169,3,-1,1,1,4,0.460023,-1
4,grate,B,-3.02969,5,-1,1,1,4,0.269313,-1
4,grate,B,2.79989,4,-1,1,1,4,0.261957,-1
4,grate,B,3.66117,2,-1,1,1,4,0.28728,-1
4,grate,B,3.43558,1,-1,3,0,2,1.25463,1
4,grate,B,1.78834,4,-1,1,1,4,0.23195,-1
4,grate,B,0.730034,1,-1,4,1,1,1.28126,-1
4,grate,B,2.32302,5,-1,1,1,4,0.449245,-1
4,grate,B,2.04648,6,-1,1,1,4,0.306613,-1
4,grate,B,-0.136519,3,-1,1,0,4,0.441952,1
4,grate,B,-7.47871,2,-1,2,0,3,1.53175,1
4,grate,B,-6.65395,3,-1,1,1,4,0.321877,-1
4,grate,B,5.42997,2,1,2,1,6,1.20856,1
4,grate,B,3.53684,3,1,1,0,5,0.459777,-1
4,grate,B,16.2261,1,1,3,1,7,0.938765,1
4,grate,B,10.5556,3,1,1,1,5,0.362429,1
4,grate,B,20.0301,2,1,4,1,8,1.02364,1
4,grate,B,10.0451,2,1,3,1,7,0.842388,1
4,grate,B,7.70973,6,1,1,1,5,0.620403,1
4,grate,B,-0.628176,5,1,1,0,5,0.343039,-1
4,grate,B,18.2711,2,1,2,1,6,1.22898,1
4,grate,B,1.05536,1,-1,2,0,3,1.08692,1
4,grate,B,7.68636,1,1,2,1,6,1.09435,1
4,grate,B,-0.590192,2,1,1,1,5,0.782269,1
4,grate,B,1.19956,6,1,1,0,5,0.450393,-1
4,grate,B,17.7902,3,1,2,1,6,0.659608,1
4,grate,B,3.42983,6,1,1,1,5,0.636862,1
4,grate,B,1.15556,5,1,1,0,5,0.390854,-1
4,grate,B,-0.623278,5,1,1,0,5,0.314872,-1
4,grate,B,7.22381,4,1,1,1,5,0.417542,1
4,grate,B,0.865281,3,1,1,0,5,0.388183,-1
4,grate,B,3.59768,5,1,1,0,5,0.328184,-1
4,grate,B,-4.78984,5,1,1,1,5,0.254782,1
4,grate,B,3.28044,5,1,1,0,5,0.21629,-1
4,grate,B,3.58565,1,-1,4,1,1,0.898107,-1
4,grate,B,0.522398,5,-1,1,1,4,0.593452,-1
4,grate,B,-3.16077,5,-1,1,1,4,0.253404,-1
4,grate,B,-14.3283,2,1,3,1,7,1.51078,1
4,grate,B,-2.8417,2,-1,2,1,3,1.94472,-1
4,grate,B,0.172447,1,-1,3,0,2,0.573977,1
4,grate,B,6.83712,1,1,3,1,7,1.17798,1
4,grate,B,-0.267505,1,-1,4,1,1,0.734009,-1
4,grate,B,3.99275,6,-1,1,0,4,0.403908,1
4,grate,B,28.2171,3,1,4,1,8,0.743275,1
4,grate,B,4.35936,2,-1,3,1,2,1.46915,-1
4,grate,B,8.74005,5,-1,1,0,4,0.533909,1
4,grate,B,0.548921,2,-1,2,1,3,1.57171,-1
4,grate,B,-14.2737,6,-1,1,0,4,0.664479,1
4,grate,B,-3.40916,1,-1,4,1,1,0.624581,-1
4,grate,B,-17.336,3,1,3,1,7,1.01913,1
4,grate,B,0.866184,1,1,1,0,5,0.805123,-1
4,grate,B,-0.60566,1,-1,1,1,4,0.631766,-1
4,grate,B,13.0049,4,-1,1,0,4,0.86579,1
4,grate,B,-3.44153,2,-1,1,1,4,0.482437,-1
4,grate,B,2.37405,5,-1,1,1,4,0.514424,-1
4,grate,B,43.6893,4,-1,1,0,4,1.40896,1
4,grate,B,26.2822,5,1,1,1,5,0.764278,1
4,grate,B,1.28288,6,-1,1,0,4,0.625077,1
4,grate,B,32.2843,1,1,4,1,8,0.682999,1
4,grate,B,-4.52916,1,-1,3,1,2,0.930345,-1
4,grate,B,-2.85794,2,-1,2,1,3,0.688927,-1
4,grate,B,-7.73645,6,-1,1,0,4,0.520919,1
4,grate,B,1.06491,2,-1,1,0,4,0.695633,1
4,grate,B,1.502,3,-1,1,1,4,0.527642,-1
4,grate,B,13.3464,1,1,3,1,7,0.893528,1
4,grate,B,-3.91088,2,1,2,1,6,0.52559,1
4,grate,B,2.07243,2,-1,1,1,4,0.892087,-1
4,grate,B,-5.9724,4,-1,1,0,4,0.380288,1
4,grate,B,-3.39118,4,-1,1,1,4,0.256864,-1
4,grate,B,3.45608,4,-1,1,1,4,0.410208,-1
4,grate,B,2.22863,1,-1,3,1,2,0.764764,-1
4,grate,B,0.229706,3,-1,1,1,4,0.449438,-1
4,grate,B,4.91783,5,-1,1,0,4,0.242839,1
4,grate,B,5.01836,2,-1,2,1,3,0.652781,-1
4,grate,B,-29.2473,2,-1,1,0,4,0.39013,1
4,grate,B,3.69086,3,-1,1,0,4,0.362112,1
4,grate,B,-3.30892,6,-1,1,0,4,1.3753,1
4,grate,B,-2.17442,4,-1,1,1,4,0.395999,-1
4,grate,B,2.14118,3,-1,1,0,4,0.560046,1
4,grate,B,0.146349,1,-1,4,1,1,0.668686,-1
4,grate,B,-1.31975,5,-1,1,0,4,0.501387,1
4,grate,B,0.999237,2,-1,2,1,3,0.676649,-1
4,grate,B,-0.0442167,3,-1,1,1,4,0.557294,-1
4,grate,B,1.33667,3,-1,1,0,4,0.426695,1
4,grate,B,9.07911,2,-1,3,0,2,0.749332,1
4,grate,B,2.46958,3,-1,1,1,4,0.498506,-1
4,grate,B,0.0322481,1,-1,4,1,1,0.949133,-1
4,grate,B,0.728568,3,-1,1,0,4,0.530524,1
4,grate,B,15.6692,6,-1,1,0,4,0.257195,1
4,grate,B,-11.7864,3,1,2,1,6,0.874472,1
