6.0362,9.9999,4.4168,9.9999,10,2.8481,4.6735,6.4933,2.3868,4.9952,2.9944
3.0783,3.3437,2.9404,3.4025,3.1959,2.3169,3.4279,4.7958,1.9816,3.6478,2.6547
1.8625,2.4267,2.4183,2.4929,2.3502,2.3654,2.1273,2.7757,1.6526,2.4243,1.8913
1.2593,1.6977,1.7122,1.5965,1.4999,1.5072,1.382,1.3058,1.1891,1.1787,1.0133
1.0257,1.1058,1.3072,1.1163,1.1236,1.2569,0.97931,0.65246,0.93968,0.68454,0.4234
0.67005,0.95411,1.1751,0.9327,0.2246,1.2762,0.55222,0.19349,0.69469,0.4049,0.19512
