subject_name,session_start_time,task,block_type,block_no,section_no,stim_type,stim_category,stim_reliability,stim_orientation,stim_phase,resp_buttonid,resp_category,resp_confidence,resp_rt,resp_correct,resp_rtConf
jeh,2016-02-11 16:48:55,B,Test,1,1,grate,-1,0.004086771438464067,0.6310364035304022,284.5754400081992,2,1,2,0.3505240670638159,0,0.12993899648427032
jeh,2016-02-11 16:48:55,B,Test,1,1,grate,-1,0.1353352832366127,-0.7212788047796725,33.96798035053494,-1,-1,1,0.3356771306716837,1,0.12978152459254488
jeh,2016-02-11 16:48:55,B,Test,1,1,grate,-1,0.03337326996032608,-8.633961622537809,356.447003709769,3,1,3,0.4114830034377519,0,0.13492838558158837
jeh,2016-02-11 16:48:55,B,Test,1,1,grate,-1,0.016572675401761255,7.894806334460782,349.7355728265555,3,1,3,0.4755807938054204,0,0.1403331027540844
jeh,2016-02-11 16:48:55,B,Test,1,1,grate,-1,0.004086771438464067,1.0021226749764454,89.31130481304548,-1,-1,1,0.5300814588263165,1,0.1852023257233668
jeh,2016-02-11 16:48:55,B,Test,1,1,grate,-1,0.03337326996032608,-0.21605208383813557,250.33510887112158,-1,-1,1,0.5104754079366103,1,0.7499776300101075
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.016572675401761255,-0.6429683265751807,214.82827869492002,-1,-1,1,0.3551978709292598,1,0.3956594848714303
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.06720551273974976,-8.924904850329279,264.8509138516034,2,1,2,0.42571448456146754,1,1.4304970114026219
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.03337326996032608,2.1965140643134218,107.2295936451237,-1,-1,1,0.5202466824266594,1,0.14003130834316835
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.1353352832366127,3.4651396771680094,191.9460040474214,2,1,2,0.4257128809695132,0,0.13051917290431447
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.1353352832366127,-0.13591783528487597,311.350146731362,-1,-1,1,0.3501135497353971,0,0.1505543427192606
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.004086771438464067,-14.882823684756666,256.82647286579976,-1,-1,1,0.3605438969680108,0,0.1701106825203169
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.016572675401761255,1.3817469559566433,238.31248786374323,2,1,2,0.5154442711500451,1,0.13607174047501758
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.1353352832366127,1.0953272121193374,261.86649738127574,1,1,1,0.39061461176606826,1,0.21574673903523944
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.06720551273974976,-16.29774976728168,131.72056198861102,3,1,3,0.4600401472998783,1,0.12051890674047172
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.03337326996032608,-7.274681268052903,73.69955223325125,3,1,3,0.39988236111821607,1,0.19032481222529896
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.004086771438464067,3.982849458415296,227.03514786515078,1,1,1,0.6448771767318249,0,0.17007893158006482
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.004086771438464067,22.9847274109638,168.87853136025862,2,1,2,0.400469593325397,1,0.17996213620062917
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.004086771438464067,17.438934315659104,173.91275964550155,2,1,2,1.0356370731897186,1,0.16976174278534018
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.06720551273974976,11.077891532015611,220.08220988374325,3,1,3,0.34013124369084835,1,0.15020412011654116
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.016572675401761255,4.518405136583376,120.88788352665318,2,1,2,0.38029042177367955,1,0.19517789673409425
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.06720551273974976,-11.145312785877024,299.3529050258856,3,1,3,0.3849924487003591,1,0.16013863938860595
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.016572675401761255,1.0117756146353591,123.9813781107742,1,1,1,0.3901800407038536,0,0.18532676377799362
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.06720551273974976,-11.276706472447877,220.64712523758507,3,1,3,0.3799716294161044,1,0.6101044349488802
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.016572675401761255,-1.7540323535766684,82.59288542665587,-1,-1,1,0.41516386857256293,1,0.1501412596553564
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.03337326996032608,5.411171088639129,320.0639703591309,3,1,3,0.5106578957056627,1,0.5601255541550927
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.00822974704902003,-4.511133965225901,347.4385451449949,3,1,3,0.4850730448088143,1,0.18518532771850005
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.06720551273974976,2.6439120089751293,72.24872479851574,2,1,2,0.30994924015249126,0,0.2504639968392439
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.016572675401761255,2.690239754572074,274.0913095439596,-1,-1,1,0.48538446068414487,1,0.1555357138859108
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.03337326996032608,-1.092246393161827,69.51536188876996,1,1,1,0.44059092688257806,1,0.17967252904782072
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.1353352832366127,-1.3675030074327332,58.098869883962216,-1,-1,1,0.5403318840253633,1,0.15554661824717186
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.1353352832366127,-19.125380903266723,310.74166819640817,3,1,3,0.3704999042674899,1,0.17029990535229445
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.03337326996032608,4.920474596884622,214.4829184557473,2,1,2,0.5056348313810304,0,0.4650304985407274
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.1353352832366127,-9.365641443902572,108.51725121175373,2,1,2,0.315487375453813,1,0.20526700143818744
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.1353352832366127,-1.6987708900167253,243.71902041035582,2,1,2,0.27493307445547543,1,0.1997173203562852
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.03337326996032608,-2.4100648604645407,199.36294353433166,-1,-1,1,0.315804243524326,1,0.20052424343884923
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.06720551273974976,1.8300292201198074,237.98427200273335,1,1,1,0.4505530277674552,0,0.18508847130578943
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.016572675401761255,7.5513738622687665,338.56341356537973,2,1,2,0.46073000886826776,1,0.19517917960183695
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.016572675401761255,-7.534142865981815,153.26923363198702,-1,-1,1,0.3501501114515122,1,0.18558975143241696
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.016572675401761255,-5.2082062259367445,136.18069423692393,-1,-1,1,0.4853844607132487,0,0.15041066164849326
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,-1,0.00822974704902003,-3.433920919919885,347.91687958079734,-1,-1,1,0.4303870055882726,1,0.17017065652180463
jeh,2016-02-11 16:48:55,B,Test,1,2,grate,1,0.004086771438464067,-2.9621634844444573,263.958059504616,-1,-1,1,0.38061210059095174,0,0.1851490867557004
jeh,2016-02-11 16:48:55,B,Test,2,0,grate,1,0.016572675401761255,6.716261522301609,60.364086746638804,-1,-1,1,1.4252904971071985,0,0.2350728042947594
jeh,2016-02-11 16:48:55,B,Test,2,0,grate,1,0.03337326996032608,-18.11157595108525,322.48597449910545,3,1,3,0.7497977079765406,1,0.12528860490419902
jeh,2016-02-11 16:48:55,B,Test,2,0,grate,-1,0.06720551273974976,0.21671144529372155,254.49926761630843,-1,-1,1,0.5406186047184747,1,0.14574102705228142
jeh,2016-02-11 16:48:55,B,Test,2,0,grate,1,0.00822974704902003,7.031282809210866,61.04946359580761,-1,-1,1,0.47074919735314324,0,0.11555164708988741
jeh,2016-02-11 16:48:55,B,Test,2,0,grate,1,0.06720551273974976,5.125738768473276,226.9913764675208,2,1,2,0.4547733383369632,1,0.12536333189927973
jeh,2016-02-11 16:48:55,B,Test,2,0,grate,-1,0.00822974704902003,5.212881318432994,124.61826838786986,-1,-1,1,0.4357003185141366,1,0.1407898032630328
