subject_name,task,block_type,stim_type,stim_category,stim_orientation,stim_cue_validity,stim_cue_validity_id,resp_confidence,resp_correct,resp_category,resp_rt
ds,B,Test,grate,-1,0.22465836747386628,1,1,1,1,-1,0.27623487706296146
ds,B,Test,grate,1,-17.52894085162616,1,1,2,1,1,4.241170371999033
ds,B,Test,grate,1,-7.723639008828265,1,1,2,1,1,1.4775220899609849
ds,B,Test,grate,-1,1.5993265748652212,1,1,2,1,-1,0.7380068940110505
ds,B,Test,grate,1,-4.548197016915496,0,2,3,0,-1,1.1104676799150184
ds,B,Test,grate,-1,2.153256436698698,1,1,2,1,-1,4.460763706010766
ds,B,Test,grate,-1,-1.5778261182748308,1,1,2,1,-1,2.438056858954951
ds,B,Test,grate,1,-21.5498711420729,-1,3,2,1,1,1.3013498620130122
ds,B,Test,grate,-1,-2.872754047988593,1,1,4,1,-1,1.3240018910728395
ds,B,Test,grate,1,19.458702873078888,1,1,2,1,1,0.648915580008179
ds,B,Test,grate,-1,1.2426621338263149,1,1,2,1,-1,0.2320037049939856
ds,B,Test,grate,-1,-0.14145313680531202,-1,3,3,1,-1,1.6903707310557365
ds,B,Test,grate,-1,0.7343951882391151,1,1,2,0,1,0.3715140779968351
ds,B,Test,grate,-1,4.461676004100145,-1,3,3,1,-1,0.9891282969620079
ds,B,Test,grate,1,-1.5810439113020722,1,1,3,0,-1,1.081002981052734
ds,B,Test,grate,-1,3.3559844416198734,1,1,2,0,1,0.4901555940741673
ds,B,Test,grate,1,3.803849543062568,1,1,1,1,1,0.8069641080219299
ds,B,Test,grate,-1,2.871329239548099,1,1,2,1,-1,2.454295381088741
ds,B,Test,grate,-1,-2.4214704631898902,-1,3,3,0,1,0.9935126099735498
ds,B,Test,grate,-1,-2.196493690712289,-1,3,2,1,-1,0.2196131410310045
ds,B,Test,grate,-1,1.59951699757704,1,1,2,0,1,1.200527552049607
ds,B,Test,grate,1,2.87506601460798,1,1,2,0,-1,0.6573768929811195
ds,B,Test,grate,1,-2.126657913272787,1,1,2,1,1,0.3950333839748055
ds,B,Test,grate,1,-3.151581211903985,1,1,1,1,1,1.0849473139969632
ds,B,Test,grate,1,-12.316155259061457,1,1,2,1,1,3.169450186076574
ds,B,Test,grate,1,4.32261602114321,1,1,4,0,-1,3.985337238991633
ds,B,Test,grate,1,4.546436730036264,1,1,3,0,-1,0.6494673260021955
ds,B,Test,grate,-1,2.875237567018122,1,1,1,1,-1,0.7150154120754451
ds,B,Test,grate,-1,-3.6935445743630693,1,1,1,0,1,1.0230658369837329
ds,B,Test,grate,-1,3.7765676799564156,0,2,2,1,-1,1.4841723770368844
ds,B,Test,grate,-1,-2.3046418717138177,1,1,2,1,-1,0.5982021549716592
ds,B,Test,grate,-1,0.6501968725096194,1,1,2,1,-1,0.9280246599810198
ds,B,Test,grate,1,5.44575359849109,1,1,2,0,-1,0.6502295249374583
ds,B,Test,grate,1,-1.8034570131155787,1,1,1,1,1,0.4237017020350322
ds,B,Test,grate,-1,8.937528316496408,0,2,2,0,1,0.8178222769638523
ds,B,Test,grate,-1,-0.6067255926115154,1,1,2,1,-1,0.1965665320167318
ds,B,Test,grate,1,4.732198568284215,-1,3,3,0,-1,1.805769199039787
ds,B,Test,grate,-1,3.1455127423450913,1,1,2,0,1,1.0491532679880038
ds,B,Test,grate,1,-16.972594413180932,1,1,3,1,1,1.661716521019116
ds,B,Test,grate,-1,-2.900360985221874,1,1,1,0,1,3.9027553900377825
ds,B,Test,grate,-1,1.4892063679171446,1,1,1,0,1,1.045639745076187
ds,B,Test,grate,1,-8.418848148633849,0,2,1,1,1,1.4647508399793878
ds,B,Test,grate,1,-7.9944284235306835,0,2,1,1,1,1.5402966720284894
ds,B,Test,grate,1,2.2274556347576073,1,1,3,0,-1,0.8861737049883232
ds,B,Test,grate,-1,0.023330790825813644,1,1,3,1,-1,1.2131288909586146
ds,B,Test,grate,-1,-1.4717422754136118,-1,3,4,1,-1,2.2711620200425386
ds,B,Test,grate,-1,2.9032446175666937,1,1,4,1,-1,1.3167005400173366
ds,B,Test,grate,-1,-0.7361784630653733,1,1,4,1,-1,7.502923807012849
ds,B,Test,grate,-1,2.7427941721393623,1,1,4,1,-1,0.9221011040499434
ds,B,Test,grate,-1,0.9310469773323912,0,2,4,1,-1,0.9432774340966716
ds,B,Test,grate,-1,-0.9261171948030922,0,2,4,1,-1,0.8766348080243915
ds,B,Test,grate,-1,-1.3132968859547025,1,1,4,1,-1,2.3965750889619812
ds,B,Test,grate,-1,-0.5519027271876873,1,1,2,1,-1,1.4570118060801178
ds,B,Test,grate,1,-6.736745349991457,1,1,1,1,1,1.8394543619360775
ds,B,Test,grate,-1,-2.7880056036334495,1,1,2,1,-1,0.3951327439863235
ds,B,Test,grate,-1,0.02602458237268669,0,2,1,0,1,9.096377772977576
ds,B,Test,grate,-1,1.345635739214815,1,1,4,1,-1,2.17347467597574
ds,B,Test,grate,-1,0.43545476248190834,1,1,4,1,-1,0.7314689849736169
ds,B,Test,grate,1,10.681241621737723,1,1,3,1,1,1.6243087670300156
ds,B,Test,grate,1,4.1802506898895775,-1,3,3,1,1,0.4010406759334728
ds,B,Test,grate,-1,1.531010666839786,0,2,1,1,-1,2.457825709017925
ds,B,Test,grate,-1,-4.205749573060337,0,2,4,1,-1,2.7661289840471
ds,B,Test,grate,-1,-1.9132552961581406,1,1,3,1,-1,4.419703045976348
ds,B,Test,grate,-1,3.849410125516641,-1,3,2,1,-1,2.2106557200895622
ds,B,Test,grate,1,-6.71498836848147,1,1,1,1,1,3.5275033169891685
ds,B,Test,grate,-1,4.371862329942293,0,2,3,1,-1,1.7127741350559518
ds,B,Test,grate,-1,2.344216760187904,1,1,3,1,-1,1.2369990820297971
ds,B,Test,grate,1,-10.757309327699959,-1,3,2,1,1,1.9991096809972078
ds,B,Test,grate,1,-11.126168453374772,1,1,3,1,1,0.686347444076091
ds,B,Test,grate,1,-1.7456359846145166,1,1,3,0,-1,0.4227247089147568
ds,B,Test,grate,-1,-3.8705959427091847,1,1,1,0,1,2.2108271239558235
ds,B,Test,grate,-1,3.3307378792196527,1,1,1,0,1,1.0252636970253661
ds,B,Test,grate,1,-23.776677437215234,-1,3,3,1,1,3.1809590799966827
ds,B,Test,grate,1,-8.774117004371071,0,2,3,0,-1,1.499872355023399
ds,B,Test,grate,-1,3.6588077440790743,1,1,2,0,1,0.7963487709639594
ds,B,Test,grate,1,-12.725646307559202,-1,3,3,1,1,1.8166294529801235
ds,B,Test,grate,1,11.25625603063774,1,1,3,1,1,0.9283725440036505
ds,B,Test,grate,-1,-2.2613032308837786,1,1,1,0,1,0.6141764129279181
ds,B,Test,grate,1,26.35294252296986,0,2,3,1,1,1.2223347629187629
ds,B,Test,grate,-1,1.1175132614532266,0,2,2,0,1,1.8108961790567264
ds,B,Test,grate,1,-26.614937063540882,1,1,4,0,-1,4.178176183952019
ds,B,Test,grate,-1,-5.88844907760556,1,1,3,0,1,5.1137435720302165
ds,B,Test,grate,1,3.0653527937530924,1,1,3,0,-1,0.44434204406570643
ds,B,Test,grate,1,-9.880166828803077,1,1,3,1,1,0.7672225600108504
ds,B,Test,grate,-1,0.760841882647436,1,1,3,1,-1,1.4656849999446422
ds,B,Test,grate,1,8.197846826353985,-1,3,3,1,1,3.895976184052415
ds,B,Test,grate,1,-1.0655724265226971,1,1,3,0,-1,3.125581357977353
ds,B,Test,grate,1,0.2075492479446423,1,1,4,0,-1,0.8479706110665575
ds,B,Test,grate,-1,1.831461043719173,-1,3,4,1,-1,3.06945617205929
ds,B,Test,grate,-1,-2.0267255658661965,-1,3,2,0,1,1.2800103679765016
ds,B,Test,grate,-1,-1.4193411258634305,1,1,3,0,1,1.53644268901553
ds,B,Test,grate,1,12.643938156099123,1,1,2,1,1,0.9221287600230426
ds,B,Test,grate,-1,0.724645831045243,0,2,4,1,-1,1.4269676799885929
ds,B,Test,grate,1,3.078933377882869,1,1,3,0,-1,1.280415143002756
ds,B,Test,grate,1,-6.486404566750431,1,1,1,1,1,0.6565625889925286
ds,B,Test,grate,1,19.061743647131216,1,1,3,1,1,0.8564966660924256
ds,B,Test,grate,1,-6.413243293350055,1,1,3,0,-1,0.5048224999336526
ds,B,Test,grate,1,-7.036341863045558,1,1,3,0,-1,0.4316011220216751
ds,B,Test,grate,1,1.0850023652241365,1,1,4,0,-1,1.3614154920214787
ds,B,Test,grate,1,6.723764528087848,1,1,3,0,-1,0.5421351359691471
ds,B,Test,grate,1,16.037323085997766,-1,3,4,0,-1,1.6157112029613927
ds,B,Test,grate,-1,-1.3361165703113502,0,2,1,1,-1,1.764411897980608
ds,B,Test,grate,1,-11.744043409002716,1,1,3,1,1,1.2233568340307102
ds,B,Test,grate,1,4.30426525486341,-1,3,3,0,-1,1.2277506639948115
ds,B,Test,grate,1,2.2826849387692834,-1,3,2,0,-1,1.9266334630083293
ds,B,Test,grate,-1,-2.3964075372905334,1,1,2,1,-1,3.0665428490610793
ds,B,Test,grate,1,-13.550302071697082,-1,3,2,1,1,1.7418794959085062
ds,B,Test,grate,-1,-2.0405669322779074,1,1,2,0,1,4.610302663990296
ds,B,Test,grate,-1,-2.0217128797184047,1,1,3,1,-1,10.0
ds,B,Test,grate,1,16.00893440824501,1,1,4,1,1,4.803322897059843
ds,B,Test,grate,-1,-5.5143191495000075,1,1,2,0,1,2.02128578198608
ds,B,Test,grate,-1,1.044569857102601,1,1,4,1,-1,4.051939647062682
ds,B,Test,grate,1,-18.59323171843691,1,1,2,1,1,5.045985581935383
ds,B,Test,grate,-1,2.302956888479667,1,1,1,0,1,0.9598290210124105
ds,B,Test,grate,1,-7.127985709500961,1,1,3,1,1,0.9812183469766751
ds,B,Test,grate,1,6.541774659856339,0,2,4,0,-1,0.9500977239804342
ds,B,Test,grate,1,25.885574325519578,1,1,4,0,-1,0.7602561849635094
ds,B,Test,grate,-1,-3.4561290475119355,1,1,4,1,-1,1.2941270710434765
ds,B,Test,grate,1,-14.060104434275058,1,1,4,0,-1,0.379027565009892
ds,B,Test,grate,-1,0.9542622402836681,1,1,2,0,1,0.336454174015671
ds,B,Test,grate,-1,-3.722122073034062,0,2,4,1,-1,0.6433786310954019
ds,B,Test,grate,1,12.491347896140596,1,1,3,1,1,1.3040136009221897
ds,B,Test,grate,1,4.035972279252496,1,1,3,0,-1,0.6363773730117828
ds,B,Test,grate,-1,1.4469611880942637,1,1,2,0,1,0.4308866780484095
ds,B,Test,grate,-1,0.35246067627856065,1,1,3,1,-1,0.45087313500698656
ds,B,Test,grate,1,-10.600824736658623,1,1,3,1,1,0.3147607649443671
ds,B,Test,grate,1,-15.693932558921817,1,1,3,0,-1,1.4332722399849445
ds,B,Test,grate,-1,-3.5380193775494004,1,1,3,1,-1,0.5043052260298282
ds,B,Test,grate,-1,-0.2751349248564857,1,1,3,1,-1,0.37867103097960353
ds,B,Test,grate,1,-3.354823331534563,-1,3,2,1,1,1.1204754470381886
ds,B,Test,grate,-1,-2.0024681056508467,1,1,3,0,1,0.606986655970104
ds,B,Test,grate,1,-11.617468590086801,1,1,2,1,1,0.3726424069609493
ds,B,Test,grate,-1,-3.397020924006622,1,1,3,1,-1,0.31434793397784233
ds,B,Test,grate,1,-5.345027032468002,1,1,2,1,1,0.16681892098858953
ds,B,Test,grate,1,0.046319163964378574,1,1,3,0,-1,0.16702696203719825
ds,B,Test,grate,1,-1.5800369142644424,0,2,3,1,1,0.8184922019718215
ds,B,Test,grate,1,-9.31103902177989,1,1,3,1,1,0.41048296401277184
ds,B,Test,grate,-1,1.5565037838198088,1,1,2,0,1,0.6430503280134872
ds,B,Test,grate,1,-4.705241318166386,0,2,3,1,1,0.5478311820188537
ds,B,Test,grate,1,-7.753850466619307,1,1,3,0,-1,2.716641139006242
ds,B,Test,grate,-1,0.8202399744087152,1,1,2,1,-1,2.6808645660057664
ds,B,Test,grate,-1,6.0836913796696725,1,1,4,1,-1,2.793091095983982
ds,B,Test,grate,-1,-3.8228878928034753,1,1,3,1,-1,0.8325026300735772
ds,B,Test,grate,-1,-3.1452787879508906,1,1,3,1,-1,0.3352990560233593
ds,B,Test,grate,-1,-2.8822843335479083,1,1,2,0,1,0.3576184050180018
ds,B,Test,grate,1,-9.908477882516063,-1,3,2,0,-1,0.13771027291659266
ds,B,Test,grate,1,22.114342777870085,1,1,2,1,1,2.4031508379848674
ds,B,Test,grate,1,4.337858335835619,0,2,2,0,-1,0.8132325710030273
ds,B,Test,grate,-1,1.8127265624387476,1,1,4,1,-1,1.3335347360698506
ds,B,Test,grate,-1,9.227955898609926,0,2,1,0,1,2.2631643610075116
ds,B,Test,grate,-1,-1.4487181658569785,-1,3,4,1,-1,2.219396746950224
ds,B,Test,grate,-1,6.931604230665686,1,1,1,0,1,2.4760875889332965
ds,B,Test,grate,-1,-1.7676990673057826,1,1,4,1,-1,1.3824826320633292
ds,B,Test,grate,-1,0.6375533856820466,1,1,1,1,-1,3.932888456969522
ds,B,Test,grate,-1,5.939763591782404,1,1,3,1,-1,1.3899222750915214
ds,B,Test,grate,-1,0.8413734406456732,1,1,2,0,1,0.3429888830287382
ds,B,Test,grate,-1,4.838302505448035,1,1,3,1,-1,0.334964927053079
ds,B,Test,grate,1,-10.674212795701393,1,1,2,1,1,0.4962786079850048
ds,B,Test,grate,1,5.175620727056715,1,1,2,1,1,0.9206385590368882
ds,B,Test,grate,1,3.180551459748127,1,1,2,0,-1,0.15308875602204353
ds,B,Test,grate,-1,2.8196749196928383,1,1,2,0,1,0.32903827901463956
ds,B,Test,grate,-1,2.3892015378162657,1,1,2,0,1,0.5262255211127922
ds,B,Test,grate,-1,5.080235176370008,-1,3,2,0,1,1.0681797659490258
ds,B,Test,grate,-1,1.5277450585261447,0,2,2,0,1,0.8421282659983262
ds,B,Test,grate,1,-17.142944434955652,1,1,2,0,-1,0.38126005500089377
ds,B,Test,grate,-1,-0.6124989438531725,1,1,2,0,1,5.267674581031315
ds,B,Test,grate,1,7.915592643348088,1,1,2,1,1,0.9373074360191822
ds,B,Test,grate,-1,0.7054182988385789,1,1,2,1,-1,0.26950064906850457
ds,B,Test,grate,-1,-4.439095835256383,1,1,2,1,-1,0.5694216080009937
ds,B,Test,grate,-1,-0.6348164586287556,-1,3,2,1,-1,0.8772282630670816
ds,B,Test,grate,-1,-2.134167842058012,1,1,2,0,1,0.2849707610439509
ds,B,Test,grate,1,-6.342418172269445,1,1,2,1,1,0.4527271800907329
ds,B,Test,grate,-1,3.0638261562969094,1,1,2,1,-1,0.17397950403392315
ds,B,Test,grate,1,-0.5120453687362116,1,1,2,1,1,0.012962303939275444
ds,B,Test,grate,1,-13.49041627893363,-1,3,2,0,-1,0.6205685740569606
ds,B,Test,grate,1,-13.454599902558751,1,1,3,0,-1,0.634842028026469
ds,B,Test,grate,-1,1.1951841760937927,1,1,2,0,1,0.2928988670464605
ds,B,Test,grate,-1,3.1125139476811716,1,1,2,1,-1,0.1735096409684047
ds,B,Test,grate,1,-1.2340600112268754,1,1,2,1,1,0.11571797006763518
ds,B,Test,grate,-1,1.4869679696986946,-1,3,4,1,-1,2.3658650940051302
ds,B,Test,grate,1,-2.641085263298486,1,1,2,1,1,0.6146185890538618
ds,B,Test,grate,1,-7.289572041118909,0,2,3,0,-1,1.6676503809867427
ds,B,Test,grate,-1,2.937184986023119,1,1,2,0,1,0.656057951040566
ds,B,Test,grate,1,-9.146705103907307,0,2,2,1,1,0.6143605409888551
ds,B,Test,grate,-1,2.537596780767549,1,1,2,0,1,0.3865952680353075
ds,B,Test,grate,-1,-1.9259808959092377,1,1,2,1,-1,0.5547722809715196
ds,B,Test,grate,1,20.777088083517057,-1,3,3,0,-1,0.9363301889970899
ds,B,Test,grate,-1,-3.619578711747253,0,2,2,0,1,0.7031413619406521
ds,B,Test,grate,-1,-0.7431282002067213,1,1,4,0,1,2.2273552200058475
ds,B,Test,grate,1,5.770104327983193,1,1,3,0,-1,0.30559191200882196
ds,B,Test,grate,1,9.123555935275798,1,1,3,1,1,0.32781223906204104
ds,B,Test,grate,-1,-0.8424415273163091,1,1,2,0,1,0.5475554449949414
ds,B,Test,grate,1,6.1111712177349125,1,1,3,1,1,10.0
ds,B,Test,grate,-1,0.22325259453827917,1,1,4,1,-1,5.547803836059757
ds,B,Test,grate,-1,4.9059415022267485,-1,3,3,1,-1,0.75233275804203
ds,B,Test,grate,1,6.951591136160994,1,1,2,0,-1,0.27626671991311014
ds,B,Test,grate,-1,-1.2377451017326582,0,2,2,0,1,0.7829552399925888
ds,B,Test,grate,1,5.08166273263735,-1,3,3,0,-1,0.24821932392660528
ds,B,Test,grate,1,-9.206385493313055,0,2,3,0,-1,0.5491241679992527
ds,B,Test,grate,-1,-3.4042732060306564,0,2,4,1,-1,0.8401988940313458
ds,B,Test,grate,1,-6.742366893533774,1,1,3,0,-1,0.6274069220526144
ds,B,Test,grate,-1,2.1898488739138537,1,1,1,1,-1,1.4563245350727811
ds,B,Test,grate,-1,4.113414199222828,0,2,3,1,-1,0.8482157320249826
ds,B,Test,grate,-1,-2.5333044510582186,1,1,1,1,-1,3.10578768607229
ds,B,Test,grate,1,-9.116890695099228,1,1,4,0,-1,0.6681479229591787
ds,B,Test,grate,1,-3.1512391652756584,1,1,3,0,-1,0.517766795004718
ds,B,Test,grate,-1,-1.1279648295123847,1,1,4,1,-1,1.0531469070119783
ds,B,Test,grate,-1,-3.91612108436439,1,1,3,1,-1,0.6505962889641523
ds,B,Test,grate,1,11.033809192884144,-1,3,4,1,1,2.6438515899935737
ds,B,Test,grate,-1,3.657874346596609,1,1,3,1,-1,0.6419213040499017
ds,B,Test,grate,1,-2.2171340388263054,1,1,3,0,-1,0.9141275839647278
ds,B,Test,grate,1,7.855451585835761,1,1,3,0,-1,0.4589949630899355
ds,B,Test,grate,1,0.7011856393301883,1,1,3,0,-1,0.6568639540346339
ds,B,Test,grate,-1,0.25013521202854583,1,1,3,1,-1,0.36522596306167543
ds,B,Test,grate,-1,-1.2304142812644074,1,1,3,1,-1,0.9145802140701562
ds,B,Test,grate,1,4.313209290088149,1,1,2,1,1,2.2040686069522053
ds,B,Test,grate,1,-6.913752134860916,-1,3,3,0,-1,1.4263474020408466
ds,B,Test,grate,1,-0.48877941724966284,1,1,3,0,-1,0.22686411801259965
ds,B,Test,grate,1,7.295334074065236,1,1,3,0,-1,0.09444945701397955
ds,B,Test,grate,-1,-2.120359556805717,1,1,3,1,-1,3.2369863050989807
ds,B,Test,grate,1,-8.92046076517792,1,1,2,1,1,3.7467186199501157
ds,B,Test,grate,-1,5.660745308010345,1,1,2,1,-1,0.39289927610661834
ds,B,Test,grate,-1,-3.011353484093849,1,1,3,1,-1,0.47404327197000384
ds,B,Test,grate,1,-15.530866044069187,1,1,2,1,1,0.4245731639675796
ds,B,Test,grate,1,3.9299275899986865,1,1,3,1,1,3.941560502978973
ds,B,Test,grate,-1,4.803120628245638,-1,3,3,1,-1,0.37790530105121434
ds,B,Test,grate,-1,-3.36513902837971,1,1,3,1,-1,1.2719686299096793
ds,B,Test,grate,1,9.554735260748604,1,1,2,1,1,0.9945276959333569
ds,B,Test,grate,1,2.96988578919228,1,1,3,0,-1,0.7977272979915142
ds,B,Test,grate,1,9.434066729360655,0,2,3,0,-1,0.6950909079751
ds,B,Test,grate,1,18.46381635568804,-1,3,3,0,-1,1.4201970120193437
ds,B,Test,grate,1,-6.796194971854989,-1,3,2,1,1,1.0470643539447337
ds,B,Test,grate,-1,1.7892924742361855,1,1,3,1,-1,0.27041426696814597
ds,B,Test,grate,-1,3.8011636615734052,1,1,1,0,1,2.0322223509429023
ds,B,Test,grate,-1,0.06506419172500451,0,2,2,0,1,0.840799581957981
ds,B,Test,grate,1,-15.532235012094148,-1,3,3,0,-1,0.8702015239978209
ds,B,Test,grate,1,11.18260918809327,1,1,3,0,-1,0.8629663600586355
ds,B,Test,grate,1,5.9261944703715805,0,2,2,1,1,0.7471064069541171
ds,B,Test,grate,1,-0.8819235446342208,-1,3,3,0,-1,0.47430520597845316
ds,B,Test,grate,1,7.9648681321504435,1,1,2,1,1,0.2475237170001492
ds,B,Test,grate,-1,-2.2388663587020794,1,1,3,1,-1,0.04958823695778847
ds,B,Test,grate,1,11.38429450827043,1,1,2,1,1,0.05673948605544865
ds,B,Test,grate,-1,1.827697584207218,0,2,2,0,1,0.7899366950150579
ds,B,Test,grate,-1,-4.657701208173964,1,1,3,1,-1,0.4446913619758561
ds,B,Test,grate,1,-5.024963001097519,-1,3,3,0,-1,1.7141317509813234
ds,B,Test,grate,-1,-2.510349338932789,1,1,3,1,-1,1.5961783899692819
ds,B,Test,grate,-1,1.9198079013218026,1,1,4,1,-1,2.4870754309231415
ds,B,Test,grate,-1,0.45075383170606687,1,1,4,1,-1,0.8473001340171322
ds,B,Test,grate,1,-7.951852029209053,1,1,1,1,1,3.2937267790548503
ds,B,Test,grate,-1,1.4236383905193855,1,1,3,1,-1,1.3616275559179485
ds,B,Test,grate,1,8.404198582474649,1,1,2,1,1,1.1062046670122072
ds,B,Test,grate,1,-2.5296655927915066,1,1,3,0,-1,2.3424453660845757
ds,B,Test,grate,-1,6.298722854513846,1,1,2,0,1,1.471556297969073
ds,B,Test,grate,-1,1.2673203691743835,1,1,2,1,-1,0.8771233600564301
ds,B,Test,grate,-1,-0.0648658679088883,1,1,3,1,-1,0.43163456104230136
ds,B,Test,grate,-1,2.0736226389111962,1,1,4,1,-1,0.35677607101388276
ds,B,Test,grate,-1,-2.0494013022918627,1,1,2,0,1,0.5021584019996226
ds,B,Test,grate,1,4.823482697752077,1,1,3,1,1,4.621515898965299
ds,B,Test,grate,1,6.711563134378274,0,2,3,0,-1,0.79780761199072
ds,B,Test,grate,1,4.829655407924689,1,1,3,0,-1,2.066209911950864
ds,B,Test,grate,-1,1.2671736993827583,1,1,4,1,-1,0.7966105550294742
ds,B,Test,grate,-1,-4.002442714275551,1,1,1,0,1,1.8074033641023561
ds,B,Test,grate,1,-11.53482833072265,1,1,3,1,1,1.7066326290369034
ds,B,Test,grate,-1,-0.1500326037816539,1,1,3,1,-1,1.0087725849589333
ds,B,Test,grate,-1,5.67731099711422,1,1,2,0,1,1.4210662599653006
ds,B,Test,grate,-1,2.159933746100784,1,1,2,1,-1,0.659129376988858
ds,B,Test,grate,-1,-2.6214501323679045,1,1,3,1,-1,0.9066514569567516
ds,B,Test,grate,-1,-0.4504200013767177,1,1,2,0,1,0.9959900979883969
ds,B,Test,grate,-1,1.6337466279748132,1,1,3,0,1,0.40932492702268064
ds,B,Test,grate,1,-0.6717031344239575,1,1,3,1,1,0.6205628960160539
ds,B,Test,grate,1,-12.153422872674987,-1,3,2,1,1,1.066604032064788
ds,B,Test,grate,-1,-4.38975275075164,1,1,2,0,1,0.33547798602376133
ds,B,Test,grate,-1,4.846339050622109,1,1,2,0,1,0.3779970520408824
ds,B,Test,grate,-1,0.06545447084492911,1,1,3,0,1,0.4590693219797686
ds,B,Test,grate,1,17.85405898572764,1,1,2,0,-1,0.6785862790420651
ds,B,Test,grate,1,1.0913039756388396,1,1,2,0,-1,0.9064498289953917
ds,B,Test,grate,1,9.079935030717008,-1,3,3,0,-1,1.2089114289265126
ds,B,Test,grate,1,15.14570167209271,-1,3,2,1,1,1.1041048009647056
ds,B,Test,grate,-1,-0.11356187739334611,0,2,3,1,-1,0.7901688220445067
ds,B,Test,grate,-1,-2.565645755473508,1,1,3,0,1,0.9161593239987269
ds,B,Test,grate,1,-5.986628260785214,1,1,2,0,-1,0.2828619630308822
ds,B,Test,grate,1,2.967197156878988,1,1,2,1,1,0.3577096719527617
ds,B,Test,grate,-1,2.295819566341513,1,1,2,0,1,0.24896339001134038
ds,B,Test,grate,-1,1.8846983255822103,-1,3,3,1,-1,0.9283995949663222
ds,B,Test,grate,-1,-1.921344977237522,-1,3,2,0,1,1.3204690410057083
ds,B,Test,grate,1,-22.159890166915915,1,1,3,1,1,2.9220077720237896
ds,B,Test,grate,1,-10.530463093691734,1,1,2,1,1,1.4968113779323176
ds,B,Test,grate,-1,-3.2642943371110835,0,2,2,1,-1,1.1457866790005937
ds,B,Test,grate,1,35.75224775297143,1,1,4,0,-1,1.6270379790803418
ds,B,Test,grate,-1,-10.080769238040737,1,1,4,1,-1,0.5765485030133277
ds,B,Test,grate,1,-5.7586108545600085,-1,3,4,1,1,2.0212910670088604
ds,B,Test,grate,1,5.7928360316390055,1,1,2,1,1,0.5034245069837198
ds,B,Test,grate,1,20.60381749110453,1,1,2,1,1,0.7821329740108922
ds,B,Test,grate,-1,1.9576427298547237,1,1,2,1,-1,0.45963447901885957
ds,B,Test,grate,1,4.191347729288327,0,2,3,0,-1,1.0699939120095223
ds,B,Test,grate,-1,2.6008609674618914,1,1,3,1,-1,0.32725254597608
ds,B,Test,grate,1,12.925124951951085,1,1,3,0,-1,0.2703833560226485
ds,B,Test,grate,-1,-1.0284828445163048,-1,3,2,0,1,0.020594750996679068
ds,B,Test,grate,1,-21.869480587567857,1,1,2,1,1,0.23941577307414263
ds,B,Test,grate,1,-13.681017090474532,1,1,2,1,1,0.2696117820451036
ds,B,Test,grate,-1,-2.0211177287134987,1,1,3,1,-1,0.3138278640108183
ds,B,Test,grate,-1,4.895657320925693,1,1,3,1,-1,0.32827444502618164
ds,B,Test,grate,-1,-3.3320818900829163,-1,3,2,0,1,0.8829308419954032
ds,B,Test,grate,-1,-0.7007902453280809,1,1,3,1,-1,0.17481400002725422
ds,B,Test,grate,1,-13.368090889972372,0,2,3,1,1,6.711095107952133
ds,B,Test,grate,-1,-2.070072584266174,-1,3,3,0,1,1.0171154330018908
ds,B,Test,grate,1,0.8908458471558847,1,1,3,0,-1,1.207778076059185
ds,B,Test,grate,-1,0.4656014757746807,1,1,2,0,1,0.4959538240218535
ds,B,Test,grate,1,19.315607176131522,1,1,3,0,-1,0.5546580540249124
ds,B,Test,grate,1,7.7698305084567405,1,1,2,1,1,0.3498446251032874
ds,B,Test,grate,1,13.568011124991592,1,1,3,1,1,1.0832329499535263
ds,B,Test,grate,1,9.592587008770264,0,2,3,1,1,1.2080288679571822
ds,B,Test,grate,-1,0.4844635106392691,0,2,3,1,-1,1.5898086569504812
ds,B,Test,grate,-1,2.535028232722952,1,1,2,0,1,3.3765014889650047
ds,B,Test,grate,-1,-2.9284297132525667,-1,3,3,1,-1,0.8547652059933171
ds,B,Test,grate,-1,-0.8160999390286425,-1,3,3,1,-1,1.565832874039188
ds,B,Test,grate,1,-3.7480192227907487,1,1,3,0,-1,1.1352953660534695
ds,B,Test,grate,1,-4.678562769606261,-1,3,3,0,-1,1.376357651897706
ds,B,Test,grate,1,-1.7080257515644264,1,1,3,0,-1,0.4238232399802655
ds,B,Test,grate,1,3.1022623489154277,1,1,3,0,-1,0.2406268590129912
ds,B,Test,grate,1,7.389940581389687,1,1,2,1,1,0.6118805899750441
ds,B,Test,grate,1,10.625249383997721,1,1,3,1,1,0.5998108820058405
ds,B,Test,grate,1,-21.687889234786674,1,1,4,1,1,3.8438375160330907
ds,B,Test,grate,-1,0.5867236168875345,1,1,3,1,-1,0.41754212405066937
ds,B,Test,grate,1,-17.97094539814879,1,1,3,1,1,2.5582533800043166
ds,B,Test,grate,-1,-3.5848754094331436,1,1,2,0,1,1.7200252930633724
ds,B,Test,grate,-1,4.233021964820261,1,1,3,1,-1,1.1039605180267245
ds,B,Test,grate,-1,-6.4748869102090545,-1,3,3,0,1,1.3259736419422552
ds,B,Test,grate,-1,-1.8998126289687347,1,1,2,1,-1,0.760312209953554
ds,B,Test,grate,-1,1.5332162143328536,0,2,2,1,-1,1.2144121170276776
ds,B,Test,grate,-1,1.0123516786520874,1,1,4,1,-1,1.7742202769732103
ds,B,Test,grate,1,-11.261369997770148,1,1,4,1,1,0.8857188270194456
